#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
127 9.36189 0.000633977 0 0 0.000633977 9.80311 4.13047e+09 33152.9 1.05834e+09 1.57814e+06 178.802 64428.6 34851 2.612 0 0 1.0282e+07 0 0 0.0558457 0 2.10224e-09 0 3.31596e-06 0 10.25 108.326
128 9.80311 0.000381266 0 0 0.000381266 10.2651 4.33178e+09 33152.9 1.05835e+09 1.67374e+06 163.552 63865.7 33342.2 2.86732 0 0 6.65487e+06 0 0 0.0378471 0 1.29935e-09 0 3.40799e-06 0 10.25 113.431
129 10.2651 0.000224688 0 0 0.000224688 10.7489 4.53931e+09 33152.9 1.05835e+09 1.77409e+06 149.517 63283.5 31856.6 3.14997 0 0 4.21987e+06 0 0 0.0251296 0 7.86828e-10 0 3.50187e-06 0 10.25 118.777
130 10.7489 0.000129634 0 0 0.000129634 11.2555 4.75306e+09 33152.9 1.05836e+09 1.87936e+06 136.611 62683.5 30647.1 3.43487 0 0 2.619e+06 0 0 0.0163319 0 4.66368e-10 0 3.59758e-06 0 10.25 124.375
131 11.2555 7.31504e-05 0 0 7.31504e-05 11.7859 4.97303e+09 33152.9 1.05836e+09 1.98973e+06 124.752 62067 28643.4 3.85333 0 0 1.58931e+06 0 0 0.0103788 0 2.70296e-10 0 3.69507e-06 0 10.25 130.237
132 11.7859 4.03297e-05 0 0 4.03297e-05 12.3414 5.19917e+09 33152.9 1.05836e+09 2.1054e+06 113.864 61435.6 26720.9 4.32861 0 0 942013 0 0 0.00644264 0 1.53023e-10 0 3.7943e-06 0 10.25 136.374
133 12.3414 2.17007e-05 0 0 2.17007e-05 12.923 5.43147e+09 33152.9 1.05836e+09 2.22655e+06 103.875 60790.6 24882.9 4.86882 0 0 544754 0 0 0.00390222 0 8.45289e-11 0 3.89522e-06 0 10.25 142.802
134 12.923 1.13833e-05 0 0 1.13833e-05 13.5321 5.66987e+09 33152.9 1.05836e+09 2.35339e+06 94.7176 60133.6 23131.9 5.4832 0 0 306997 0 0 0.00230351 0 4.55075e-11 0 3.99776e-06 0 10.25 149.532
135 13.5321 5.81418e-06 0 0 5.81418e-06 14.1698 5.91434e+09 33152.9 1.05836e+09 2.48612e+06 86.3292 59466 21469.4 6.18234 0 0 168396 0 0 0.00132366 0 2.38489e-11 0 4.10185e-06 0 10.25 156.579
136 14.1698 2.88799e-06 0 0 2.88799e-06 14.8376 6.16483e+09 33152.9 1.05837e+09 2.62496e+06 78.6507 58789.3 19896 6.97835 0 0 89791.4 0 0 0.000739469 0 1.2151e-11 0 4.20744e-06 0 10.25 163.958
137 14.8376 1.39322e-06 0 0 1.39322e-06 15.5369 6.42126e+09 33152.9 1.05837e+09 2.77013e+06 71.6268 58105.1 18411.5 7.88502 0 0 46480.3 0 0 0.000401097 0 6.01094e-12 0 4.31443e-06 0 10.25 171.685
138 15.5369 6.51873e-07 0 0 6.51873e-07 16.2691 6.68357e+09 33152.9 1.05837e+09 2.92187e+06 65.2062 57414.6 17014.9 8.91813 0 0 23325.2 0 0 0.000210941 0 2.88306e-12 0 4.42273e-06 0 10.25 179.777
139 16.2691 2.95394e-07 0 0 2.95394e-07 17.0358 6.95169e+09 33152.9 1.05837e+09 3.08042e+06 59.3409 56719.6 15704.9 10.0956 0 0 11331 0 0 0.000107405 0 1.33881e-12 0 4.53227e-06 0 10.25 188.249
140 17.0358 1.29444e-07 0 0 1.29444e-07 17.8387 7.22554e+09 33152.9 1.05837e+09 3.24604e+06 53.9863 56021.2 14491.8 11.4282 0 0 5320.31 0 0 5.28664e-05 0 6.00998e-13 0 4.64293e-06 0 10.25 197.121
141 17.8387 5.47662e-08 0 0 5.47662e-08 18.6794 7.50504e+09 33152.9 1.05837e+09 3.41898e+06 49.1011 55321.1 13385.3 12.9205 0 0 2410.63 0 0 2.51151e-05 0 2.60393e-13 0 4.75462e-06 0 10.25 206.411
142 18.6794 2.23346e-08 0 0 2.23346e-08 19.5598 7.79008e+09 33152.9 1.05837e+09 3.59954e+06 44.6467 54620.7 12352.4 14.6169 0 0 1052.25 0 0 1.14965e-05 0 1.08707e-13 0 4.86721e-06 0 10.25 216.139
143 19.5598 8.76444e-09 0 0 8.76444e-09 20.4816 8.08059e+09 33152.9 1.05837e+09 3.78799e+06 40.5876 53921.2 11390.6 16.5449 0 0 441.716 0 0 5.06188e-06 0 4.36521e-14 0 4.98059e-06 0 10.25 226.325
144 20.4816 3.30338e-09 0 0 3.30338e-09 21.4469 8.37646e+09 33152.9 1.05837e+09 3.98466e+06 36.8907 53224 10496.9 18.7357 0 0 177.992 0 0 2.13982e-06 0 1.68295e-14 0 5.09464e-06 0 10.25 236.992
145 21.4469 1.19359e-09 0 0 1.19359e-09 22.4576 8.67759e+09 33152.9 1.05837e+09 4.18987e+06 33.5253 52530.6 9668.19 21.2248 0 0 68.7153 0 0 8.66827e-07 0 6.21764e-15 0 5.20921e-06 0 10.25 248.161
146 22.4576 4.12612e-10 0 0 4.12612e-10 23.516 8.98388e+09 33152.9 1.05837e+09 4.40395e+06 30.4635 51842.2 8901.31 24.0514 0 0 25.3645 0 0 3.35816e-07 0 2.19682e-15 0 5.32417e-06 0 10.25 259.856
147 23.516 1.3618e-10 0 0 1.3618e-10 24.6243 9.29521e+09 33152.9 1.05837e+09 4.62729e+06 27.679 51160 8192.95 27.26 0 0 8.93307 0 0 1.24157e-07 0 7.40737e-16 0 5.43938e-06 0 10.25 272.103
148 24.6243 4.28171e-11 0 0 4.28171e-11 25.7848 9.61149e+09 33152.9 1.05837e+09 4.86027e+06 25.148 50485.4 7539.82 30.8999 0 0 2.99513 0 0 4.37103e-08 0 2.37836e-16 0 5.55468e-06 0 10.25 284.927
149 25.7848 1.27954e-11 0 0 1.27954e-11 27 9.93259e+09 33152.9 1.05837e+09 5.10331e+06 22.8482 49819.4 7005.79 34.6905 0 0 0.953812 0 0 1.46196e-08 0 7.25488e-17 0 5.66992e-06 0 10.25 298.355
150 27 3.62555e-12 0 0 3.62555e-12 28.2725 1.02584e+10 33152.9 1.05837e+09 5.35684e+06 20.7595 49163.4 6586.89 38.4903 0 0 0.2878 0 0 4.63426e-09 0 2.09736e-17 0 5.78495e-06 0 10.25 312.416
151 28.2725 9.71595e-13 0 0 9.71595e-13 29.6049 1.05888e+10 33152.9 1.05837e+09 5.62134e+06 18.8631 48518.3 6194.14 42.7019 0 0 0.0820716 0 0 1.38872e-09 0 5.73201e-18 0 5.89959e-06 0 10.25 327.139
152 29.6049 2.45605e-13 0 0 2.45605e-13 31.0001 1.09237e+10 33152.9 1.05837e+09 5.89732e+06 17.1419 47885.3 5826.4 47.3667 0 0 0.0220605 0 0 3.92359e-10 0 1.47699e-18 0 6.01368e-06 0 10.25 342.557
153 31.0001 5.84018e-14 0 0 5.84018e-14 32.4611 1.1263e+10 33152.9 1.05837e+09 6.18532e+06 15.5801 47265.5 5482.55 52.5296 0 0 0.00557375 0 0 1.04228e-10 0 3.57831e-19 0 6.12705e-06 0 10.25 358.701
154 32.4611 1.30254e-14 0 0 1.30254e-14 33.991 1.16065e+10 33152.9 1.05837e+09 6.48591e+06 14.1635 46659.9 5161.42 58.2394 0 0 0.00131984 0 0 2.59568e-11 0 8.12726e-20 0 6.23955e-06 0 10.25 375.606
155 33.991 2.71651e-15 0 0 2.71651e-15 35.5929 1.19542e+10 33152.9 1.05837e+09 6.79974e+06 12.8788 46069.5 4861.97 64.5473 0 0 0.000292019 0 0 6.04169e-12 0 1.72525e-20 0 6.35098e-06 0 10.25 393.308
156 35.5929 5.28082e-16 0 0 5.28082e-16 37.2704 1.23058e+10 33152.9 1.05837e+09 7.12747e+06 11.7139 45495.2 4583 71.5102 0 0 6.01765e-05 0 0 1.31015e-12 0 3.41204e-21 0 6.46119e-06 0 10.25 411.844
157 37.2704 9.53699e-17 0 0 9.53699e-17 39.0269 1.26614e+10 33152.9 1.05837e+09 7.46984e+06 10.6579 44937.9 4323.49 79.187 0 0 1.1511e-05 0 0 2.63805e-13 0 6.26581e-22 0 6.57001e-06 0 10.25 431.254
158 39.0269 1.59449e-17 0 0 1.59449e-17 40.8662 1.30208e+10 33152.9 1.05837e+09 7.82762e+06 9.70079 44398.5 4127.13 86.6911 0 0 2.03678e-06 0 0 4.91504e-14 0 1.06468e-22 0 6.67726e-06 0 10.25 451.578
159 40.8662 2.45889e-18 0 0 2.45889e-18 42.7921 1.33838e+10 33152.9 1.05837e+09 8.20168e+06 8.8333 43877.9 3984.57 93.8766 0 0 3.32146e-07 0 0 8.44219e-15 0 1.66782e-23 0 6.7828e-06 0 10.25 472.86
160 42.7921 3.48416e-19 0 0 3.48416e-19 44.8088 1.37504e+10 33152.9 1.05837e+09 8.59293e+06 8.04714 43376.8 3849.12 101.647 0 0 4.97272e-08 0 0 1.33168e-15 0 2.39935e-24 0 6.88645e-06 0 10.25 495.146
161 44.8088 4.51802e-20 0 0 4.51802e-20 46.9206 1.41205e+10 33152.9 1.05837e+09 9.00238e+06 7.33469 42896.2 3720.55 110.05 0 0 6.80754e-09 0 0 1.92137e-16 0 3.15722e-25 0 6.98807e-06 0 10.25 518.481
162 46.9206 5.33899e-21 0 0 5.33899e-21 49.1319 1.44939e+10 33152.9 1.05837e+09 9.4311e+06 6.68906 42436.6 3598.7 119.134 0 0 8.48566e-10 0 0 2.52499e-17 0 3.78401e-26 0 7.08751e-06 0 10.25 542.916
163 49.1319 5.72418e-22 0 0 5.72418e-22 51.4474 1.48705e+10 33152.9 1.05837e+09 9.88029e+06 6.10394 41998.8 3483.37 128.951 0 0 9.58877e-11 0 0 3.00902e-18 0 4.11261e-27 0 7.18463e-06 0 10.25 568.503
164 51.4474 5.54245e-23 0 0 5.54245e-23 53.8721 1.52503e+10 33152.9 1.05837e+09 1.03512e+07 5.57362 41583.6 3374.39 139.559 0 0 9.77717e-12 0 0 3.23667e-19 0 4.03452e-28 0 7.2793e-06 0 10.25 595.296
165 53.8721 4.82302e-24 0 0 4.82302e-24 56.411 1.5633e+10 33152.9 1.05837e+09 1.08453e+07 5.09291 41191.5 3271.54 151.018 0 0 8.95227e-13 0 0 3.12735e-20 0 3.55524e-29 0 7.37141e-06 0 10.25 623.351
166 56.411 3.75283e-25 0 0 3.75283e-25 59.0696 1.60187e+10 33152.9 1.05837e+09 1.1364e+07 4.65711 40823.3 3174.67 163.393 0 0 7.32353e-14 0 0 2.70056e-21 0 2.79993e-30 0 7.46085e-06 0 10.25 652.729
167 59.0696 2.59725e-26 0 0 2.59725e-26 61.8534 1.64073e+10 33152.9 1.05837e+09 1.1909e+07 4.26195 40479.5 3083.6 176.753 0 0 5.32438e-15 0 0 2.07312e-22 0 1.96028e-31 0 7.54752e-06 0 10.25 683.491
168 61.8534 1.58987e-27 0 0 1.58987e-27 64.7685 1.67985e+10 33152.9 1.05837e+09 1.24822e+07 3.90354 40160.8 2998.11 191.173 0 0 3.42108e-16 0 0 1.40692e-23 0 1.21329e-32 0 7.63135e-06 0 10.25 715.703
169 64.7685 8.55798e-29 0 0 8.55798e-29 67.8209 1.71924e+10 33152.9 1.05837e+09 1.30854e+07 3.57838 39867.7 2918.06 206.732 0 0 1.93142e-17 0 0 8.39189e-25 0 6.60014e-34 0 7.71227e-06 0 10.25 749.433
170 67.8209 4.02611e-30 0 0 4.02611e-30 71.0172 1.75888e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 9.52268e-19 0 0 4.37262e-26 0 3.13643e-35 0 7.79022e-06 0 10.25 784.753
171 71.0172 1.64484e-31 0 0 1.64484e-31 74.3642 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 4.07417e-20 0 0 1.97761e-27 0 1.2937e-36 0 7.86519e-06 0 10.25 821.737
172 74.3642 5.79666e-33 0 0 5.79666e-33 77.8689 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.5025e-21 0 0 7.71167e-29 0 4.60089e-38 0 7.93714e-06 0 10.25 860.464
173 77.8689 1.74983e-34 0 0 1.74983e-34 81.5387 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 4.74288e-23 0 0 2.57467e-30 0 1.40093e-39 0 8.00608e-06 0 10.25 901.017
174 81.5387 4.49144e-36 0 0 4.49144e-36 85.3815 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.27216e-24 0 0 7.30591e-32 0 3.6255e-41 0 8.07201e-06 0 10.25 943.481
175 85.3815 9.72757e-38 0 0 9.72757e-38 89.4054 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 2.87726e-26 0 0 1.74851e-33 0 7.91336e-43 0 8.13498e-06 0 10.25 987.945
176 89.4054 1.7634e-39 0 0 1.7634e-39 93.6189 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 5.44331e-28 0 0 3.50112e-35 0 1.44511e-44 0 8.19501e-06 0 10.25 1034.51
177 93.6189 2.65315e-41 0 0 2.65315e-41 98.0311 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 8.54159e-30 0 0 5.81614e-37 0 2.18942e-46 0 8.25216e-06 0 10.25 1083.26
178 98.0311 3.28395e-43 0 0 3.28395e-43 102.651 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.10199e-31 0 0 7.9455e-39 0 2.72781e-48 0 8.3065e-06 0 10.25 1134.31
179 102.651 3.31315e-45 0 0 3.31315e-45 107.489 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.15818e-33 0 0 8.84412e-41 0 2.76916e-50 0 8.3581e-06 0 10.25 1187.77
180 107.489 2.69829e-47 0 0 2.69829e-47 112.555 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 9.82056e-36 0 0 7.94398e-43 0 2.26846e-52 0 8.40704e-06 0 10.25 1243.75
181 112.555 1.75605e-49 0 0 1.75605e-49 117.859 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 6.65061e-38 0 0 5.70001e-45 0 1.48446e-54 0 8.45341e-06 0 10.25 1302.37
182 117.859 9.03605e-52 0 0 9.03605e-52 123.414 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 3.5592e-40 0 0 3.23271e-47 0 7.67822e-57 0 8.49731e-06 0 10.25 1363.74
183 123.414 3.63571e-54 0 0 3.63571e-54 129.23 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.48864e-42 0 0 1.43316e-49 0 3.10447e-59 0 8.53884e-06 0 10.25 1428.02
184 129.23 1.13062e-56 0 0 1.13062e-56 135.321 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 4.80982e-45 0 0 4.90925e-52 0 9.69859e-62 0 8.57809e-06 0 10.25 1495.32
185 135.321 2.68461e-59 0 0 2.68461e-59 141.698 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.18601e-47 0 0 1.28366e-54 0 2.31283e-64 0 8.61515e-06 0 10.25 1565.79
186 141.698 4.80557e-62 0 0 4.80557e-62 148.376 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 2.2036e-50 0 0 2.52973e-57 0 4.15688e-67 0 8.65014e-06 0 10.25 1639.58
187 148.376 6.39908e-65 0 0 6.39908e-65 155.369 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 3.04419e-53 0 0 3.70767e-60 0 5.55642e-70 0 8.68315e-06 0 10.25 1716.85
188 155.369 6.25082e-68 0 0 6.25082e-68 162.691 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 3.08346e-56 0 0 3.98542e-63 0 5.44713e-73 0 8.71427e-06 0 10.25 1797.77
189 162.691 4.41425e-71 0 0 4.41425e-71 170.358 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 2.25675e-59 0 0 3.09638e-66 0 3.85964e-76 0 8.7436e-06 0 10.25 1882.49
190 170.358 2.21939e-74 0 0 2.21939e-74 178.387 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.17531e-62 0 0 1.71238e-69 0 1.94668e-79 0 8.77123e-06 0 10.25 1971.21
191 178.387 7.81833e-78 0 0 7.81833e-78 186.794 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 4.28632e-66 0 0 6.63387e-73 0 6.87797e-83 0 8.79723e-06 0 10.25 2064.11
192 186.794 1.89765e-81 0 0 1.89765e-81 195.598 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.07643e-69 0 0 1.77042e-76 0 1.67405e-86 0 8.8217e-06 0 10.25 2161.39
193 195.598 3.11832e-85 0 0 3.11832e-85 204.816 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.82901e-73 0 0 3.19824e-80 0 2.75807e-90 0 8.84471e-06 0 10.25 2263.25
194 204.816 3.40602e-89 0 0 3.40602e-89 214.469 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 2.06436e-77 0 0 3.8397e-84 0 3.01989e-94 0 8.86634e-06 0 10.25 2369.92
195 214.469 2.42572e-93 0 0 2.42572e-93 224.576 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 1.51816e-81 0 0 3.00528e-88 0 2.15565e-98 0 8.88664e-06 0 10.25 2481.61
196 224.576 1.10396e-97 0 0 1.10396e-97 235.16 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 7.12929e-86 0 0 1.5029e-92 0 9.83157e-103 0 8.9057e-06 0 10.25 2598.56
197 235.16 3.14363e-102 0 0 3.14363e-102 246.243 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 2.0931e-90 0 0 4.70193e-97 0 2.80524e-107 0 8.92356e-06 0 10.25 2721.03
198 246.243 5.47875e-107 0 0 5.47875e-107 257.848 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 3.7578e-95 0 0 9.00201e-102 0 4.89816e-112 0 8.94029e-06 0 10.25 2849.27
199 257.848 5.71034e-112 0 0 5.71034e-112 270 1.77636e+10 33152.9 1.05837e+09 1.30854e+07 0 0 0 0 0 0 4.031e-100 0 0 1.03058e-106 0 5.11414e-117 0 8.95593e-06 0 10.25 2983.55
0 0.027 468.904 3.93938 0 468.904 0.0282725 173685 870.431 103502 38.7649 403254 12334.6 56397.4 0.000495937 0 0 4.76522e+11 0 0 3.59727 0.0782434 0.0162804 0.000354112 3.47202e-05 8.98903e-05 10.5 0.133218
1 0.0282725 469.047 3.91193 0 469.047 0.0296049 190389 1818.19 217025 44.2249 389389 12676.3 7586.12 0.000351187 0 0 4.76029e+11 0 0 3.94043 0.0852821 0.0162644 0.000352007 3.46753e-05 8.99829e-05 10.5 0.139496
2 0.0296049 469.162 3.88358 0 469.162 0.0310001 208697 2849.85 341530 50.2779 375968 13026.8 8031.32 0.000297621 0 0 4.75513e+11 0 0 4.3163 0.0929311 0.0162482 0.000349828 3.46324e-05 9.00788e-05 10.5 0.14607
3 0.0310001 469.246 3.85416 0 469.246 0.0324611 228763 3972.48 478073 56.9875 362978 13386.2 8501.91 0.000252351 0 0 4.74973e+11 0 0 4.72797 0.101237 0.0162319 0.000347563 3.45913e-05 9.01787e-05 10.5 0.152954
4 0.0324611 469.377 3.82358 0 469.377 0.033991 250754 5193.66 627830 64.4243 350405 13754.7 8999.26 0.000214082 0 0 4.74409e+11 0 0 5.17838 0.110249 0.0162139 0.000345198 3.45434e-05 9.02812e-05 10.5 0.160163
5 0.033991 469.542 3.79188 0 469.542 0.0355929 274856 6521.54 792094 72.6664 338238 14132.5 9524.85 0.000183998 0 0 4.73818e+11 0 0 5.67115 0.120023 0.0161944 0.000342734 3.44897e-05 9.03865e-05 10.5 0.167711
6 0.0355929 469.612 3.75925 0 469.612 0.0372704 301269 7965.01 972233 81.8001 326462 14519.8 10080.2 0.000187921 0 0 4.73201e+11 0 0 6.2112 0.13063 0.0161759 0.000340202 3.44453e-05 9.04971e-05 10.5 0.175615
7 0.0372704 469.735 3.72556 0 469.735 0.0390269 330215 9533.56 1.1698e+06 91.9209 315066 14916.7 10666.9 0.000191951 0 0 4.72556e+11 0 0 6.80185 0.142128 0.0161555 0.000337576 3.43928e-05 9.06108e-05 10.5 0.183891
8 0.0390269 469.894 3.69044 0 469.894 0.0408662 361936 11237.2 1.38651e+06 103.135 304039 15323.5 11286.6 0.000196094 0 0 4.71881e+11 0 0 7.44786 0.15457 0.0161334 0.000334826 3.4334e-05 9.07279e-05 10.5 0.192558
9 0.0408662 469.953 3.65443 0 469.953 0.0427921 396697 13087 1.62415e+06 115.558 293368 15740.3 11941.2 0.000200352 0 0 4.71175e+11 0 0 8.15572 0.168053 0.0161122 0.000332002 3.42847e-05 9.08493e-05 10.5 0.201633
10 0.0427921 470.076 3.61722 0 470.076 0.0448088 434788 15094.7 1.88479e+06 129.319 283043 16167.4 12632.5 0.000216886 0 0 4.70437e+11 0 0 8.92953 0.182643 0.0160887 0.000329076 3.42258e-05 9.09748e-05 10.5 0.211136
11 0.0448088 470.174 3.57874 0 470.174 0.0469206 476528 17272.6 2.17064e+06 144.562 273053 16604.9 13362.4 0.000239507 0 0 4.69665e+11 0 0 9.77634 0.198416 0.0160646 0.00032604 3.41674e-05 9.11047e-05 10.5 0.221086
12 0.0469206 470.227 3.53912 0 470.227 0.0491319 522264 19634.1 2.4841e+06 161.443 263388 17053 14132.9 0.000264471 0 0 4.68859e+11 0 0 10.7033 0.215461 0.0160402 0.000322896 3.41116e-05 9.12363e-05 10.5 0.231506
13 0.0491319 470.272 3.49837 0 470.272 0.0514474 572378 22193.7 2.82783e+06 180.138 254038 17512 14946.3 0.000292018 0 0 4.68016e+11 0 0 11.7172 0.233885 0.0160146 0.000319665 3.40539e-05 9.13754e-05 10.5 0.242416
14 0.0514474 470.252 3.45648 0 470.252 0.0538721 627286 24966.7 3.20471e+06 200.838 244993 17982.1 15804.8 0.000326213 0 0 4.67135e+11 0 0 12.8271 0.253769 0.0159891 0.000316324 3.40011e-05 9.15163e-05 10.5 0.253841
15 0.0538721 470.231 3.41323 0 470.231 0.056411 687446 27969.1 3.61794e+06 223.756 236242 18463.3 16710.7 0.000369953 0 0 4.66214e+11 0 0 14.041 0.275207 0.0159621 0.000312862 3.39453e-05 9.16617e-05 10.5 0.265804
16 0.056411 470.132 3.36894 0 470.132 0.0590696 753356 31218.5 4.07094e+06 249.126 227779 18956 17666.4 0.000419496 0 0 4.65251e+11 0 0 15.3697 0.298331 0.0159353 0.000309308 3.38953e-05 9.18117e-05 10.5 0.278331
17 0.0590696 470.03 3.3234 0 470.03 0.0618534 825565 34733.2 4.56753e+06 277.208 219592 19460.3 18674.7 0.000475605 0 0 4.64246e+11 0 0 16.8226 0.323229 0.015907 0.000305636 3.38424e-05 9.19649e-05 10.5 0.291448
18 0.0618534 469.845 3.27657 0 469.845 0.0647685 904671 38532.7 5.11183e+06 308.289 211674 19976.3 19738 0.000533976 0 0 4.63195e+11 0 0 18.4128 0.350024 0.0158786 0.00030185 3.37955e-05 9.21236e-05 10.5 0.305184
19 0.0647685 469.647 3.22877 0 469.647 0.0678209 991329 42638 5.70838e+06 342.682 204017 20504.4 20859.4 0.000600692 0 0 4.62097e+11 0 0 20.1514 0.378869 0.0158489 0.000297977 3.37465e-05 9.22879e-05 10.5 0.319567
20 0.0678209 469.369 3.17954 0 469.369 0.0710172 1.08626e+06 47070.7 6.3621e+06 380.739 196611 21044.7 22041.7 0.000675653 0 0 4.60951e+11 0 0 22.0539 0.409814 0.015819 0.000293954 3.37027e-05 9.24517e-05 10.5 0.334627
21 0.0710172 469.058 3.12924 0 469.058 0.0743642 1.19024e+06 51854.2 7.07842e+06 422.841 189450 21597.4 23288 0.000759865 0 0 4.59753e+11 0 0 24.134 0.443071 0.0157879 0.000289846 3.36586e-05 9.26248e-05 10.5 0.350398
22 0.0743642 468.677 3.07772 0 468.677 0.0778689 1.30413e+06 57012.8 7.86322e+06 469.415 182526 22162.6 24601.5 0.000854448 0 0 4.58503e+11 0 0 26.4094 0.478721 0.0157562 0.000285612 3.36185e-05 9.27998e-05 10.5 0.366911
23 0.0778689 468.24 3.02492 0 468.24 0.0815387 1.42887e+06 62572.2 8.72292e+06 520.928 175832 22740.6 25985.6 0.000957314 0 0 4.57197e+11 0 0 28.8974 0.516886 0.0157236 0.000281247 3.35802e-05 9.29765e-05 10.5 0.384204
24 0.0815387 467.745 2.97125 0 467.745 0.0853815 1.56549e+06 68559.7 9.66458e+06 577.895 169359 23331.5 27443.8 0.0010707 0 0 4.55833e+11 0 0 31.6177 0.557808 0.01569 0.000276808 3.3544e-05 9.31621e-05 10.5 0.40231
25 0.0853815 467.172 2.91615 0 467.172 0.0894054 1.71511e+06 75003.1 1.06958e+07 640.885 163102 23935.6 28979.8 0.00119736 0 0 4.5441e+11 0 0 34.5925 0.601464 0.0156558 0.00027221 3.35118e-05 9.33457e-05 10.5 0.421271
26 0.0894054 466.552 2.8601 0 466.552 0.0936189 1.87896e+06 81932.3 1.18251e+07 710.526 157053 24552.9 30597.3 0.00133881 0 0 4.52924e+11 0 0 37.8437 0.648148 0.0156202 0.000267527 3.34801e-05 9.35376e-05 10.5 0.441125
27 0.0936189 465.831 2.80285 0 465.831 0.0980311 2.05837e+06 89378.1 1.30613e+07 787.507 151206 25183.6 32300.3 0.00148219 0 0 4.51374e+11 0 0 41.3992 0.697885 0.0155842 0.00026271 3.34547e-05 9.37296e-05 10.5 0.461914
28 0.0980311 465.077 2.74462 0 465.077 0.102651 2.25482e+06 97372.5 1.44147e+07 872.59 145555 25827.9 34093 0.00164852 0 0 4.49756e+11 0 0 45.2835 0.750911 0.0155465 0.000257799 3.34279e-05 9.39288e-05 10.5 0.483684
29 0.102651 464.198 2.68533 0 464.198 0.107489 2.46992e+06 105949 1.58958e+07 966.613 140094 26486.1 35979.6 0.00183331 0 0 4.48068e+11 0 0 49.5315 0.807284 0.0155087 0.000252767 3.34097e-05 9.41288e-05 10.5 0.506479
30 0.107489 463.301 2.62512 0 463.301 0.112555 2.70541e+06 115142 1.75167e+07 1070.5 134816 27158.1 37964.6 0.00203855 0 0 4.46307e+11 0 0 54.1701 0.867239 0.0154687 0.000247646 3.3388e-05 9.43372e-05 10.5 0.530348
31 0.112555 462.26 2.56383 0 462.26 0.117859 2.96321e+06 124986 1.929e+07 1185.26 129716 27844.2 40052.6 0.00226647 0 0 4.44471e+11 0 0 59.243 0.930709 0.0154287 0.000242386 3.33768e-05 9.45406e-05 10.5 0.555343
32 0.117859 461.22 2.50176 0 461.22 0.123414 3.24541e+06 135519 2.12299e+07 1312.03 124789 28544.4 42248.6 0.00249868 0 0 4.42556e+11 0 0 64.7794 0.998024 0.0153862 0.000237047 3.33597e-05 9.47519e-05 10.5 0.581516
33 0.123414 460.024 2.43872 0 460.024 0.12923 3.5543e+06 146778 2.33516e+07 1452.02 120028 29259 44557.4 0.00278037 0 0 4.4056e+11 0 0 70.8336 1.06912 0.0153438 0.000231589 3.33543e-05 9.49633e-05 10.5 0.608922
