0 10.315000 -0.943333 0.150833 14.992500 
1 11.668333 -1.330000 0.387500 21.759167 
2 10.511667 0.563333 0.274167 25.239167 
3 10.881667 1.210000 0.529167 6.485833 
4 10.625000 1.343333 0.424167 25.577500 
5 11.105000 -0.090000 0.349167 9.434167 
6 11.351667 -1.350000 0.744167 10.884167 
7 10.415000 1.296667 0.294167 16.442500 
8 10.455000 -1.363333 0.099167 13.832500 
9 10.755000 1.030000 0.729167 9.482500 
10 11.331667 -0.036667 0.889167 24.755833 
11 10.335000 -0.296667 0.420833 5.374167 
12 11.321667 -1.036667 0.279167 21.855833 
13 10.915000 0.450000 0.232500 5.229167 
14 10.451667 -0.383333 0.234167 23.305833 
15 10.358333 -1.416667 0.197500 26.254167 
16 11.291667 1.076667 0.495833 7.017500 
17 11.631667 0.550000 0.789167 17.795833 
18 10.425000 0.623333 0.137500 8.322500 
19 10.935000 -0.863333 0.240833 20.550833 
20 10.631667 0.823333 0.160833 12.624167 
21 11.621667 1.376667 0.375833 14.895833 
22 11.111667 0.616667 0.254167 25.915833 
23 10.581667 1.763333 0.125833 11.222500 
24 10.418333 -0.350000 0.659167 13.542500 
25 11.541667 -1.303333 0.605833 5.132500 
26 10.245000 1.523333 0.872500 18.279167 
27 11.008333 -0.956667 0.844167 16.297500 
28 10.535000 -1.170000 0.357500 23.885833 
29 11.458333 -0.450000 0.392500 11.560833 
30 11.211667 -1.470000 0.090833 10.690833 
31 11.041667 0.503333 0.764167 22.870833 
32 11.688333 0.590000 0.674167 26.012500 
33 10.478333 1.143333 0.550833 21.034167 
34 10.628333 -0.830000 0.479167 9.385833 
35 10.168333 0.103333 0.577500 11.850833 
36 11.281667 -0.636667 0.400833 18.134167 
37 11.708333 -0.063333 0.134167 6.437500 
38 10.751667 -1.110000 0.594167 25.674167 
39 11.695000 -0.156667 0.429167 15.475833 
40 10.981667 -0.110000 0.305833 4.649167 
41 11.365000 -1.243333 0.284167 3.682500 
42 10.668333 0.323333 0.854167 16.539167 
43 11.131667 -1.116667 0.277500 8.080833 
44 11.651667 0.423333 0.380833 20.115833 
45 11.345000 -0.870000 0.170833 9.965833 
46 10.878333 -1.650000 0.527500 15.669167 
47 10.448333 -0.190000 0.655833 19.197500 
48 11.765000 -0.483333 0.732500 9.530833 
49 11.575000 -0.523333 0.762500 26.640833 
50 11.268333 -0.223333 0.410833 23.209167 
51 11.585000 -0.436667 0.097500 10.352500 
52 10.825000 -1.283333 0.222500 10.014167 
53 11.581667 1.216667 0.617500 26.544167 
54 11.548333 1.790000 0.310833 18.037500 
55 11.515000 1.530000 0.522500 22.484167 
56 11.225000 -0.776667 0.927500 5.809167 
57 10.831667 0.923333 0.520833 11.754167 
58 10.561667 -0.363333 0.132500 8.129167 
59 10.885000 1.576667 0.859167 5.084167 
60 10.191667 -0.463333 0.280833 25.770833 
61 10.655000 0.210000 0.285833 12.237500 
62 11.588333 0.350000 0.344167 3.199167 
63 10.745000 1.123333 0.830833 23.644167 
64 11.698333 0.770000 0.500833 16.974167 
65 11.245000 -1.150000 0.710833 15.330833 
66 11.308333 1.156667 0.800833 9.240833 
67 11.058333 -0.576667 0.532500 21.904167 
68 11.361667 0.290000 0.739167 24.127500 
69 10.078333 -0.856667 0.242500 5.760833 
70 10.955000 1.436667 0.557500 18.907500 
71 11.471667 0.883333 0.129167 3.102500 
72 11.805000 1.256667 0.352500 25.094167 
73 11.095000 -0.770000 0.382500 12.189167 
74 11.241667 0.703333 0.399167 11.464167 
75 10.311667 -1.070000 0.929167 13.735833 
76 10.411667 1.196667 0.084167 28.525833 
77 10.118333 0.243333 0.145833 2.039167 
78 10.705000 1.536667 0.152500 16.249167 
79 11.835000 -1.383333 0.109167 20.985833 
80 11.948333 -0.703333 0.627500 25.384167 
81 11.175000 0.330000 0.620833 11.657500 
82 10.591667 0.996667 0.159167 19.777500 
83 10.318333 -1.876667 0.037500 3.344167 
84 11.658333 -0.043333 0.174167 15.234167 
85 11.411667 -1.770000 0.935833 7.065833 
86 11.315000 -1.103333 0.847500 26.447500 
87 11.018333 -1.236667 0.075833 27.752500 
88 10.488333 0.256667 0.012500 6.195833 
89 10.521667 -1.616667 0.289167 10.932500 
90 10.568333 0.196667 0.567500 1.169167 
91 10.848333 -1.090000 0.937500 27.559167 
92 10.088333 0.276667 0.752500 26.109167 
93 11.191667 -0.496667 0.452500 27.704167 
94 11.861667 1.836667 0.057500 27.124167 
95 11.518333 0.750000 0.677500 3.924167 
96 11.895000 -1.830000 0.210833 14.122500 
97 10.871667 1.796667 0.290833 23.934167 
98 10.748333 -0.730000 0.022500 2.184167 
99 11.641667 1.223333 0.229167 29.637500 
100 10.228333 1.903333 0.325833 21.565833 
101 10.068333 1.776667 0.472500 3.875833 
102 10.595000 0.303333 0.402500 6.920833 
103 10.351667 1.630000 0.024167 23.789167 
104 10.735000 0.383333 0.130833 8.805833 
105 10.615000 0.523333 0.414167 18.230833 
106 10.761667 1.456667 0.255833 11.995833 
107 11.728333 0.723333 0.905833 2.087500 
108 10.105000 1.150000 0.722500 17.650833 
109 11.945000 -0.276667 0.609167 14.557500 
110 10.828333 1.976667 0.540833 22.242500 
111 10.281667 -0.203333 0.260833 5.712500 
