#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
30 0.107489 0.355642 0 0 0.355642 0.112555 2.06815e+06 0 14248.9 0.464615 77.5568 14026.8 0.0707196 0.845077 0 0 8.75694e+08 0 0 0 0 0 0 0 0 10 3.54719
31 0.112555 0.351817 0 0 0.351817 0.117859 2.26379e+06 0 15596.4 0.533189 77.5076 14020.8 0.0808415 0.848253 0 0 8.72777e+08 0 0 0 0 0 0 0 0 10 3.71437
32 0.117859 0.347872 0 0 0.347872 0.123414 2.47775e+06 0 17057.4 0.611871 77.4561 14014.6 0.092394 0.851584 0 0 8.69733e+08 0 0 0 0 0 0 0 0 10 3.88942
33 0.123414 0.343803 0 0 0.343803 0.12923 2.7117e+06 0 18640.5 0.702146 77.4023 14008.1 0.105575 0.855083 0 0 8.66556e+08 0 0 0 0 0 0 0 0 10 4.07272
34 0.12923 0.33961 0 0 0.33961 0.135321 2.96749e+06 0 20355.2 0.805721 77.3462 14001.4 0.12061 0.858757 0 0 8.63242e+08 0 0 0 0 0 0 0 0 10 4.26466
35 0.135321 0.335293 0 0 0.335293 0.141698 3.24712e+06 0 22211.4 0.92455 77.2875 13994.3 0.137755 0.862615 0 0 8.59786e+08 0 0 0 0 0 0 0 0 10 4.46565
36 0.141698 0.330849 0 0 0.330849 0.148376 3.55276e+06 0 24219.6 1.06088 77.2261 13986.9 0.157299 0.866668 0 0 8.56182e+08 0 0 0 0 0 0 0 0 10 4.67611
37 0.148376 0.326278 0 0 0.326278 0.155369 3.88679e+06 0 26391.1 1.21727 77.1621 13979.1 0.179573 0.870922 0 0 8.52424e+08 0 0 0 0 0 0 0 0 10 4.89649
38 0.155369 0.321582 0 0 0.321582 0.162691 4.25179e+06 0 28737.8 1.39668 77.0952 13971.1 0.204947 0.875389 0 0 8.48506e+08 0 0 0 0 0 0 0 0 10 5.12725
39 0.162691 0.316758 0 0 0.316758 0.170358 4.65057e+06 0 31272.1 1.60248 77.0253 13962.6 0.233841 0.880091 0 0 8.44423e+08 0 0 0 0 0 0 0 0 10 5.36889
40 0.170358 0.311808 0 0 0.311808 0.178387 5.08619e+06 0 34007.6 1.83855 76.9524 13953.8 0.266736 0.885025 0 0 8.40169e+08 0 0 0 0 0 0 0 0 10 5.62192
41 0.178387 0.306733 0 0 0.306733 0.186794 5.56197e+06 0 36958 2.10932 76.8763 13944.6 0.304169 0.89021 0 0 8.35737e+08 0 0 0 0 0 0 0 0 10 5.88688
42 0.186794 0.301533 0 0 0.301533 0.195598 6.08152e+06 0 40138.1 2.41989 76.7968 13935 0.346748 0.895663 0 0 8.31122e+08 0 0 0 0 0 0 0 0 10 6.16432
43 0.195598 0.296211 0 0 0.296211 0.204816 6.64876e+06 0 43563.4 2.77609 76.7138 13924.9 0.395162 0.901393 0 0 8.26316e+08 0 0 0 0 0 0 0 0 10 6.45483
44 0.204816 0.290767 0 0 0.290767 0.214469 7.26795e+06 0 47249.9 3.18459 76.6272 13914.5 0.450182 0.907425 0 0 8.21313e+08 0 0 0 0 0 0 0 0 10 6.75904
45 0.214469 0.285205 0 0 0.285205 0.224576 7.94371e+06 0 51214.7 3.65307 76.5369 13903.5 0.512688 0.913762 0 0 8.16108e+08 0 0 0 0 0 0 0 0 10 7.07758
46 0.224576 0.279526 0 0 0.279526 0.23516 8.68106e+06 0 55475.3 4.19029 76.4427 13892.1 0.583661 0.92043 0 0 8.10692e+08 0 0 0 0 0 0 0 0 10 7.41114
47 0.23516 0.273734 0 0 0.273734 0.246243 9.48544e+06 0 60049.9 4.80631 76.3444 13880.2 0.664209 0.927444 0 0 8.05059e+08 0 0 0 0 0 0 0 0 10 7.76041
48 0.246243 0.267833 0 0 0.267833 0.257848 1.03627e+07 0 64957.5 5.51264 76.2419 13867.8 0.75557 0.934834 0 0 7.99203e+08 0 0 0 0 0 0 0 0 10 8.12615
49 0.257848 0.261827 0 0 0.261827 0.27 1.13194e+07 0 70217.8 6.32248 76.135 13854.8 0.859151 0.942607 0 0 7.93117e+08 0 0 0 0 0 0 0 0 10 8.50912
50 0.27 0.25572 0 0 0.25572 0.282725 1.23622e+07 0 75850.7 7.25094 76.0236 13841.3 0.976517 0.95079 0 0 7.86793e+08 0 0 0 0 0 0 0 0 10 8.91015
51 0.282725 0.249517 0 0 0.249517 0.296049 1.34987e+07 0 81876.9 8.31533 75.9075 13827.2 1.10943 0.959405 0 0 7.80226e+08 0 0 0 0 0 0 0 0 10 9.33007
52 0.296049 0.243224 0 0 0.243224 0.310001 1.4737e+07 0 88317.6 9.53546 75.7865 13812.5 1.25984 0.968487 0 0 7.73408e+08 0 0 0 0 0 0 0 0 10 9.76978
53 0.310001 0.236848 0 0 0.236848 0.324611 1.60859e+07 0 95194.1 10.934 75.6605 13797.2 1.42997 0.978041 0 0 7.66332e+08 0 0 0 0 0 0 0 0 10 10.2302
54 0.324611 0.230394 0 0 0.230394 0.33991 1.75547e+07 0 102528 12.537 75.5291 13781.2 1.62225 0.988126 0 0 7.58992e+08 0 0 0 0 0 0 0 0 10 10.7124
55 0.33991 0.22387 0 0 0.22387 0.355929 1.91537e+07 0 110342 14.3742 75.3924 13764.6 1.83945 0.998748 0 0 7.51382e+08 0 0 0 0 0 0 0 0 10 11.2172
56 0.355929 0.217283 0 0 0.217283 0.372704 2.08938e+07 0 118656 16.4795 75.2501 13747.2 2.08458 1.00996 0 0 7.43494e+08 0 0 0 0 0 0 0 0 10 11.7459
57 0.372704 0.210641 0 0 0.210641 0.390269 2.2787e+07 0 127494 18.892 75.1019 13729.2 2.36107 1.02178 0 0 7.35324e+08 0 0 0 0 0 0 0 0 10 12.2994
58 0.390269 0.203954 0 0 0.203954 0.408662 2.4846e+07 0 136876 21.6562 74.9477 13710.4 2.67268 1.03425 0 0 7.26865e+08 0 0 0 0 0 0 0 0 10 12.8791
59 0.408662 0.19723 0 0 0.19723 0.427921 2.70844e+07 0 146823 24.8232 74.7873 13690.8 3.0236 1.04742 0 0 7.18111e+08 0 0 0 0 0 0 0 0 10 13.4861
60 0.427921 0.190479 0 0 0.190479 0.448088 2.95171e+07 0 157355 28.4512 74.6205 13670.5 3.41848 1.06131 0 0 7.09058e+08 0 0 0 0 0 0 0 0 10 14.1216
61 0.448088 0.18371 0 0 0.18371 0.469206 3.216e+07 0 168493 32.6071 74.447 13649.3 3.8624 1.07598 0 0 6.99701e+08 0 0 0 0 0 0 0 0 10 14.7872
62 0.469206 0.176934 0 0 0.176934 0.491319 3.503e+07 0 180253 37.3672 74.2668 13627.2 4.36102 1.0915 0 0 6.90035e+08 0 0 0 0 0 0 0 0 10 15.4841
63 0.491319 0.170161 0 0 0.170161 0.514474 3.81455e+07 0 192653 42.8186 74.0794 13604.3 4.92056 1.1079 0 0 6.80056e+08 0 0 0 0 0 0 0 0 10 16.2138
64 0.514474 0.163403 0 0 0.163403 0.538721 4.1526e+07 0 205708 49.0613 73.8849 13580.5 5.54792 1.12523 0 0 6.69762e+08 0 0 0 0 0 0 0 0 10 16.9779
65 0.538721 0.15667 0 0 0.15667 0.56411 4.51925e+07 0 219432 56.2092 73.6828 13555.7 6.25064 1.14356 0 0 6.5915e+08 0 0 0 0 0 0 0 0 10 17.7781
66 0.56411 0.149975 0 0 0.149975 0.590696 4.91673e+07 0 233834 64.3928 73.4731 13530 7.03683 1.16297 0 0 6.48217e+08 0 0 0 0 0 0 0 0 10 18.6159
67 0.590696 0.143328 0 0 0.143328 0.618534 5.34744e+07 0 248925 73.761 73.2555 13503.2 7.91563 1.1835 0 0 6.36964e+08 0 0 0 0 0 0 0 0 10 19.4933
68 0.618534 0.136741 0 0 0.136741 0.647685 5.81393e+07 0 264709 84.484 73.0298 13475.5 8.89679 1.20526 0 0 6.2539e+08 0 0 0 0 0 0 0 0 10 20.412
69 0.647685 0.130226 0 0 0.130226 0.678209 6.31892e+07 0 281189 96.7562 72.7957 13446.7 9.99102 1.22832 0 0 6.13495e+08 0 0 0 0 0 0 0 0 10 21.374
70 0.678209 0.123795 0 0 0.123795 0.710172 6.86531e+07 0 298364 110.8 72.5532 13416.8 11.2099 1.25276 0 0 6.01282e+08 0 0 0 0 0 0 0 0 10 22.3813
71 0.710172 0.11746 0 0 0.11746 0.743642 7.45618e+07 0 316229 126.868 72.3019 13385.8 12.5662 1.27868 0 0 5.88755e+08 0 0 0 0 0 0 0 0 10 23.4361
72 0.743642 0.111231 0 0 0.111231 0.778689 8.09479e+07 0 334776 145.25 72.0416 13353.7 14.0732 1.30619 0 0 5.75916e+08 0 0 0 0 0 0 0 0 10 24.5406
73 0.778689 0.10512 0 0 0.10512 0.815387 8.78461e+07 0 353992 166.277 71.7723 13320.3 15.7457 1.33539 0 0 5.62773e+08 0 0 0 0 0 0 0 0 10 25.6971
74 0.815387 0.0991389 0 0 0.0991389 0.853815 9.52931e+07 0 373859 190.325 71.4936 13285.8 17.5994 1.36642 0 0 5.49331e+08 0 0 0 0 0 0 0 0 10 26.9082
75 0.853815 0.0932971 0 0 0.0932971 0.894054 1.03328e+08 0 394356 217.825 71.2053 13250.1 19.6512 1.39939 0 0 5.356e+08 0 0 0 0 0 0 0 0 10 28.1764
76 0.894054 0.087605 0 0 0.087605 0.936189 1.11991e+08 0 415454 249.266 70.9074 13213.1 21.9189 1.43446 0 0 5.21589e+08 0 0 0 0 0 0 0 0 10 29.5043
77 0.936189 0.0820722 0 0 0.0820722 0.980311 1.21326e+08 0 437121 285.21 70.5997 13174.9 24.4219 1.47177 0 0 5.07311e+08 0 0 0 0 0 0 0 0 10 30.8948
78 0.980311 0.0767077 0 0 0.0767077 1.02651 1.31378e+08 0 459321 326.292 70.2819 13135.3 27.1802 1.51149 0 0 4.92779e+08 0 0 0 0 0 0 0 0 10 32.3508
79 1.02651 0.0715197 0 0 0.0715197 1.07489 1.42195e+08 0 482010 373.241 69.9539 13094.4 30.2155 1.55381 0 0 4.78008e+08 0 0 0 0 0 0 0 0 10 33.8754
80 1.07489 0.0665157 0 0 0.0665157 1.12555 1.53827e+08 0 505141 426.885 69.6156 13052.1 33.5504 1.59891 0 0 4.63015e+08 0 0 0 0 0 0 0 0 10 35.4719
81 1.12555 0.0617026 0 0 0.0617026 1.17859 1.66327e+08 0 528662 488.169 69.2668 13008.5 37.2083 1.64703 0 0 4.47819e+08 0 0 0 0 0 0 0 0 10 37.1437
82 1.17859 0.057086 0 0 0.057086 1.23414 1.79749e+08 0 552514 558.166 68.9075 12963.5 41.2143 1.69838 0 0 4.32441e+08 0 0 0 0 0 0 0 0 10 38.8942
83 1.23414 0.0526708 0 0 0.0526708 1.2923 1.94151e+08 0 576637 638.102 68.5375 12917 45.5941 1.75321 0 0 4.16904e+08 0 0 0 0 0 0 0 0 10 40.7272
84 1.2923 0.048461 0 0 0.048461 1.35321 2.09592e+08 0 600964 729.371 68.1567 12869.2 50.3743 1.81182 0 0 4.01233e+08 0 0 0 0 0 0 0 0 10 42.6466
85 1.35321 0.0444594 0 0 0.0444594 1.41698 2.26134e+08 0 625426 833.56 67.7652 12819.8 55.582 1.87451 0 0 3.85454e+08 0 0 0 0 0 0 0 0 10 44.6565
86 1.41698 0.0406679 0 0 0.0406679 1.48376 2.43841e+08 0 649950 952.475 67.3628 12769 61.2464 1.94158 0 0 3.69597e+08 0 0 0 0 0 0 0 0 10 46.7611
87 1.48376 0.0370872 0 0 0.0370872 1.55369 2.6278e+08 0 674461 1088.17 66.9494 12716.7 67.3953 2.01341 0 0 3.5369e+08 0 0 0 0 0 0 0 0 10 48.9649
88 1.55369 0.033717 0 0 0.033717 1.62691 2.83019e+08 0 698883 1242.98 66.5252 12663 74.058 2.0904 0 0 3.37768e+08 0 0 0 0 0 0 0 0 10 51.2725
89 1.62691 0.0305559 0 0 0.0305559 1.70358 3.0463e+08 0 723138 1419.56 66.09 12607.7 81.2637 2.17297 0 0 3.21862e+08 0 0 0 0 0 0 0 0 10 53.6889
90 1.70358 0.0276015 0 0 0.0276015 1.78387 3.27683e+08 0 747149 1620.94 65.644 12550.9 86.8194 2.3195 0 0 3.06009e+08 0 0 0 0 0 0 0 0 10 56.2192
91 1.78387 0.0248502 0 0 0.0248502 1.86794 3.52254e+08 0 770837 1850.55 65.1872 12492.6 91.3948 2.51221 0 0 2.90246e+08 0 0 0 0 0 0 0 0 10 58.8688
92 1.86794 0.0222978 0 0 0.0222978 1.95598 3.7842e+08 0 794128 2112.27 64.7197 12432.8 95.9556 2.72761 0 0 2.74609e+08 0 0 0 0 0 0 0 0 10 61.6432
93 1.95598 0.0199388 0 0 0.0199388 2.04816 4.06257e+08 0 816948 2410.56 64.2415 12371.5 100.474 2.96878 0 0 2.59137e+08 0 0 0 0 0 0 0 0 10 64.5483
94 2.04816 0.017767 0 0 0.017767 2.14469 4.35844e+08 0 839228 2750.43 63.7528 12308.6 104.915 3.23949 0 0 2.43869e+08 0 0 0 0 0 0 0 0 10 67.5904
95 2.14469 0.0157755 0 0 0.0157755 2.24576 4.67262e+08 0 860903 3137.6 63.2537 12244.3 109.25 3.54388 0 0 2.28846e+08 0 0 0 0 0 0 0 0 10 70.7758
96 2.24576 0.0139567 0 0 0.0139567 2.3516 5.00591e+08 0 881910 3578.55 62.7445 12178.5 113.448 3.88681 0 0 2.14105e+08 0 0 0 0 0 0 0 0 10 74.1114
97 2.3516 0.0123024 0 0 0.0123024 2.46243 5.35913e+08 0 902196 4080.64 62.2253 12111.2 117.478 4.27393 0 0 1.99686e+08 0 0 0 0 0 0 0 0 10 77.6041
98 2.46243 0.0108039 0 0 0.0108039 2.57848 5.73311e+08 0 921711 4652.22 61.6963 12042.5 121.305 4.71191 0 0 1.85627e+08 0 0 0 0 0 0 0 0 10 81.2615
99 2.57848 0.00945225 0 0 0.00945225 2.7 6.12865e+08 0 940412 5302.75 61.1579 11972.4 124.903 5.20828 0 0 1.71965e+08 0 0 0 0 0 0 0 0 10 85.0912
100 2.7 0.00823813 0 0 0.00823813 2.82725 6.54659e+08 0 958264 6042.97 60.6103 11900.8 128.243 5.77202 0 0 1.58736e+08 0 0 0 0 0 0 0 0 10 89.1015
101 2.82725 0.00715219 0 0 0.00715219 2.96049 6.98773e+08 0 975238 6885.06 60.0537 11827.8 131.295 6.41367 0 0 1.45973e+08 0 0 0 0 0 0 0 0 10 93.3007
102 2.96049 0.00618503 0 0 0.00618503 3.10001 7.45289e+08 0 991313 7842.8 59.4886 11753.5 134.036 7.14543 0 0 1.33707e+08 0 0 0 0 0 0 0 0 10 97.6978
103 3.10001 0.00532733 0 0 0.00532733 3.24611 7.94286e+08 0 1.00648e+06 8931.84 58.9153 11677.9 136.445 7.98156 0 0 1.21966e+08 0 0 0 0 0 0 0 0 10 102.302
104 3.24611 0.00456996 0 0 0.00456996 3.3991 8.45843e+08 0 1.02072e+06 10169.9 58.3342 11600.9 138.502 8.93887 0 0 1.10775e+08 0 0 0 0 0 0 0 0 10 107.124
105 3.3991 0.00390405 0 0 0.00390405 3.55929 9.00036e+08 0 1.03404e+06 11577 57.7456 11522.8 140.191 10.0372 0 0 1.00156e+08 0 0 0 0 0 0 0 0 10 112.172
106 3.55929 0.00332107 0 0 0.00332107 3.72704 9.56941e+08 0 1.04644e+06 13176 57.15 11443.4 141.507 11.2994 0 0 9.01252e+07 0 0 0 0 0 0 0 0 10 117.459
107 3.72704 0.00281289 0 0 0.00281289 3.90269 1.01663e+09 0 1.05795e+06 14992.4 56.5479 11362.9 142.432 12.7534 0 0 8.06969e+07 0 0 0 0 0 0 0 0 10 122.994
108 3.90269 0.00237182 0 0 0.00237182 4.08662 1.07917e+09 0 1.06856e+06 17055.6 55.9397 11281.3 142.97 14.4308 0 0 7.18797e+07 0 0 0 0 0 0 0 0 10 128.791
109 4.08662 0.00199069 0 0 0.00199069 4.27921 1.14463e+09 0 1.07832e+06 19398.5 55.3258 11198.6 141.403 16.5685 0 0 6.36777e+07 0 0 0 0 0 0 0 0 10 134.861
110 4.27921 0.0016628 0 0 0.0016628 4.48088 1.21308e+09 0 1.08724e+06 22058.3 54.7069 11114.9 134.705 19.7458 0 0 5.60904e+07 0 0 0 0 0 0 0 0 10 141.216
111 4.48088 0.00138198 0 0 0.00138198 4.69206 1.28457e+09 0 1.09535e+06 25077.4 54.0833 11030.3 127.868 23.611 0 0 4.91126e+07 0 0 0 0 0 0 0 0 10 147.872
112 4.69206 0.0011426 0 0 0.0011426 4.91319 1.35917e+09 0 1.10269e+06 28503.6 53.4556 10944.8 120.959 28.3251 0 0 4.27345e+07 0 0 0 0 0 0 0 0 10 154.841
113 4.91319 0.000939504 0 0 0.000939504 5.14474 1.43691e+09 0 1.10929e+06 32390.9 52.8244 10858.4 114.035 34.0889 0 0 3.69417e+07 0 0 0 0 0 0 0 0 10 162.138
114 5.14474 0.000768058 0 0 0.000768058 5.38721 1.51787e+09 0 1.1152e+06 36800.6 52.1902 10771.3 107.147 41.1551 0 0 3.17157e+07 0 0 0 0 0 0 0 0 10 169.779
115 5.38721 0.000624079 0 0 0.000624079 5.6411 1.60206e+09 0 1.12045e+06 41801.7 51.5535 10683.6 100.351 49.8372 0 0 2.70339e+07 0 0 0 0 0 0 0 0 10 177.781
116 5.6411 0.00050383 0 0 0.00050383 5.90696 1.68955e+09 0 1.12509e+06 47472.8 50.9149 10595.2 93.6909 60.5289 0 0 2.28704e+07 0 0 0 0 0 0 0 0 10 186.159
117 5.90696 0.000403982 0 0 0.000403982 6.18534 1.78035e+09 0 1.12916e+06 53902.1 50.2749 10506.2 87.2053 73.7266 0 0 1.91963e+07 0 0 0 0 0 0 0 0 10 194.933
118 6.18534 0.000321585 0 0 0.000321585 6.47685 1.87451e+09 0 1.1327e+06 61189.9 49.6342 10416.7 80.9299 90.0508 0 0 1.59799e+07 0 0 0 0 0 0 0 0 10 204.12
119 6.47685 0.000254037 0 0 0.000254037 6.78209 1.97205e+09 0 1.13576e+06 69449.4 48.9932 10326.9 74.8926 110.284 0 0 1.3188e+07 0 0 0 0 0 0 0 0 10 213.74
120 6.78209 0.000199051 0 0 0.000199051 7.10172 2.07298e+09 0 1.13839e+06 78808.5 48.3526 10236.6 69.1166 135.411 0 0 1.07858e+07 0 0 0 0 0 0 0 0 10 223.813
121 7.10172 0.000154628 0 0 0.000154628 7.43642 2.17733e+09 0 1.14062e+06 89412 47.7128 10146.1 63.6189 166.673 0 0 8.73801e+06 0 0 0 0 0 0 0 0 10 234.361
122 7.43642 0.000119028 0 0 0.000119028 7.78689 2.2851e+09 0 1.1425e+06 101424 47.0745 10055.4 58.4148 205.626 0 0 7.0091e+06 0 0 0 0 0 0 0 0 10 245.406
123 7.78689 9.07434e-05 0 0 9.07434e-05 8.15387 2.39631e+09 0 1.14406e+06 115028 46.438 9964.61 58.0324 234.433 0 0 5.56415e+06 0 0 0 0 0 0 0 0 10 256.971
124 8.15387 6.84775e-05 0 0 6.84775e-05 8.53815 2.51094e+09 0 1.14535e+06 130435 45.8041 9873.71 65.4201 235.509 0 0 4.36929e+06 0 0 0 0 0 0 0 0 10 269.082
125 8.53815 5.11209e-05 0 0 5.11209e-05 8.94054 2.629e+09 0 1.14641e+06 147881 45.1731 9782.83 73.7359 236.601 0 0 3.39214e+06 0 0 0 0 0 0 0 0 10 281.764
126 8.94054 3.77321e-05 0 0 3.77321e-05 9.36189 2.75048e+09 0 1.14726e+06 167634 44.5456 9692.02 83.0958 237.707 0 0 2.60229e+06 0 0 0 0 0 0 0 0 10 295.043
127 9.36189 2.75181e-05 0 0 2.75181e-05 9.80311 2.87537e+09 0 1.14794e+06 189995 43.9221 9601.37 93.6303 238.826 0 0 1.97158e+06 0 0 0 0 0 0 0 0 10 308.948
128 9.80311 1.98173e-05 0 0 1.98173e-05 10.2651 3.00364e+09 0 1.14847e+06 215308 43.303 9510.93 105.486 239.959 0 0 1.47431e+06 0 0 0 0 0 0 0 0 10 323.508
129 10.2651 1.40833e-05 0 0 1.40833e-05 10.7489 3.13528e+09 0 1.14889e+06 243958 42.6888 9420.78 118.829 241.104 0 0 1.08747e+06 0 0 0 0 0 0 0 0 10 338.754
130 10.7489 9.86963e-06 0 0 9.86963e-06 11.2555 3.27025e+09 0 1.14921e+06 276384 42.0798 9330.98 133.846 242.262 0 0 790706 0 0 0 0 0 0 0 0 10 354.719
131 11.2555 6.816e-06 0 0 6.816e-06 11.7859 3.40854e+09 0 1.14945e+06 313080 41.4766 9241.59 150.745 243.431 0 0 566357 0 0 0 0 0 0 0 0 10 371.437
132 11.7859 4.63522e-06 0 0 4.63522e-06 12.3414 3.5501e+09 0 1.14962e+06 354606 40.8796 9152.69 169.765 244.61 0 0 399334 0 0 0 0 0 0 0 0 10 388.942
133 12.3414 3.10165e-06 0 0 3.10165e-06 12.923 3.69489e+09 0 1.14975e+06 401595 40.289 9064.32 191.17 245.8 0 0 276968 0 0 0 0 0 0 0 0 10 407.272
134 12.923 2.04057e-06 0 0 2.04057e-06 13.5321 3.84289e+09 0 1.14985e+06 454765 39.7052 8976.55 215.263 246.998 0 0 188814 0 0 0 0 0 0 0 0 10 426.466
