#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
57 0.372704 72.1735 5.15799 0.357309 71.8162 0.390269 3.54932e+07 3.4323e+06 2.52598e+07 95617 276102 65418.5 1.1325e+06 0.00125887 0 0 0 0 855.019 42.2855 0.0203081 0.00100435 0.000281379 0.000194718 10.75 0.467289
58 0.390269 63.9507 4.95059 0 63.9507 0.408662 3.88052e+07 3.66084e+06 2.79319e+07 105369 264422 66863.1 1.18923e+06 0.00130107 0 0 0 0 874.964 44.9597 0.0189532 0.000973905 0.000296373 0.000196725 10.75 0.489311
59 0.408662 60.983 4.7574 0 60.983 0.427921 4.24207e+07 3.90165e+06 3.07153e+07 116090 253167 68327.1 1.24847e+06 0.00134517 0 0 0 0 936.816 47.5941 0.0185075 0.000940256 0.000303486 0.000197641 10.75 0.512372
60 0.427921 51.0146 4.58855 0 51.0146 0.448088 4.63668e+07 4.15632e+06 3.32183e+07 127872 242323 69810 1.31028e+06 0.00139129 0 0 0 0 936.165 50.5384 0.0168673 0.000910574 0.000330637 0.000198445 10.75 0.536519
61 0.448088 43.96 4.30828 0 43.96 0.469206 5.06728e+07 4.41851e+06 3.55382e+07 140816 231876 71311.3 1.37476e+06 0.001459 4.82587e+12 3.93308e+13 0 0 949.596 53.5106 0.0156039 0.000879292 0.000354956 0.000204094 10.75 0.561804
62 0.469206 71.0741 4.21336 0 71.0741 0.491319 5.53705e+07 4.69966e+06 3.98968e+07 155033 221814 72830.6 1.44198e+06 0.001556 0 0 0 0 1332.09 55.2725 0.0199631 0.000828328 0.000280877 0.000196596 10.75 0.588282
63 0.491319 57.2768 3.98692 0 57.2768 0.514474 6.04945e+07 4.99136e+06 4.36726e+07 170643 212124 74367.1 1.51203e+06 0.00165963 0 0 0 0 1312.19 58.5665 0.0179345 0.000800466 0.000313119 0.000200773 10.75 0.616006
64 0.514474 51.9353 3.73945 0 51.9353 0.538721 6.60821e+07 5.29136e+06 4.73911e+07 187777 202794 75920.4 1.58499e+06 0.00177036 3.62493e+12 2.95431e+13 0 0 1350.68 61.6424 0.0168362 0.000768374 0.000324177 0.000205478 10.75 0.645038
65 0.538721 76.9703 3.61863 2.27423 74.696 0.56411 7.21736e+07 5.60967e+06 5.36786e+07 206579 193813 77489.7 1.66094e+06 0.00188869 0 0 0 0 1847.24 63.1985 0.0209999 0.000718456 0.000272832 0.000198543 10.75 0.675438
66 0.56411 56.8183 3.44524 0 56.8183 0.590696 7.88131e+07 5.94196e+06 5.86379e+07 227204 185170 79074.2 1.73996e+06 0.00201519 0 0 0 0 1717.48 72.4271 0.0178067 0.000750921 0.000313398 0.000217959 10.75 0.70727
67 0.590696 63.5623 3.27479 0 63.5623 0.618534 8.60477e+07 6.28829e+06 6.4799e+07 249821 176853 80673.3 1.82214e+06 0.00217807 0 0 0 0 1989.74 71.3007 0.0188144 0.000674197 0.000295999 0.000205875 10.75 0.740603
68 0.618534 71.1213 3.06618 0 71.1213 0.647685 9.39288e+07 6.64385e+06 7.24425e+07 274613 168852 82286 1.90755e+06 0.00237219 0 0 0 0 2309.47 73.5178 0.0199162 0.000633995 0.000280032 0.00020677 10.75 0.775506
69 0.647685 75.2026 2.98891 0.859364 74.3432 0.678209 1.02512e+08 7.02388e+06 8.13551e+07 301782 161157 83911.4 1.99627e+06 0.00258335 4.15084e+11 3.38293e+12 0 0 2596.24 89.0143 0.0204191 0.000700089 0.000271522 0.000234229 10.75 0.812055
70 0.678209 55.4197 2.93145 0 55.4197 0.710172 1.11856e+08 7.43256e+06 8.83841e+07 331543 153758 85548.5 2.08837e+06 0.00281298 0 0 0 0 2443 101.672 0.0175233 0.000729278 0.000316193 0.000248777 10.75 0.850325
71 0.710172 54.9956 2.84088 0 54.9956 0.743642 1.22026e+08 7.86683e+06 9.60426e+07 364133 146644 87196.3 2.18391e+06 0.00306267 0 0 0 0 2672.07 121.343 0.01748 0.000793793 0.000317844 0.000279418 10.75 0.8904
72 0.743642 53.6961 2.79345 0 53.6961 0.778689 1.33091e+08 8.33505e+06 1.0424e+08 399806 139808 88853.8 2.28298e+06 0.00333411 0 0 0 0 2878.23 156.729 0.0171719 0.000935065 0.000319799 0.000334734 10.75 0.932363
73 0.778689 55.8448 2.27844 0 55.8448 0.815387 1.45127e+08 8.75379e+06 1.13645e+08 438841 133239 90519.6 2.38562e+06 0.00361822 0 0 0 0 3204.09 87.857 0.0174341 0.000478046 0.000312188 0.000209813 10.75 0.976304
74 0.815387 73.0277 2.09306 0 73.0277 0.853815 1.58213e+08 9.17557e+06 1.27442e+08 481536 126929 92192.6 2.49191e+06 0.00396749 0 0 0 0 4042.43 97.8839 0.0200602 0.000485741 0.000274693 0.000232072 10.75 1.02232
75 0.853815 62.9115 1.97731 0 62.9115 0.894054 1.72436e+08 9.61247e+06 1.4036e+08 528216 120870 93871.4 2.60188e+06 0.00434945 0 0 0 0 4092.42 93.5257 0.0185214 0.000423277 0.000294404 0.000214067 10.75 1.0705
76 0.894054 64.3637 1.91575 0 64.3637 0.936189 1.8789e+08 1.00766e+07 1.54905e+08 579233 115053 95554.8 2.7156e+06 0.00476704 0 0 0 0 4551.9 104.422 0.0187883 0.00043101 0.000291908 0.000224983 10.75 1.12095
77 0.936189 59.8749 1.81877 0 59.8749 0.980311 2.04674e+08 1.05598e+07 1.69694e+08 634965 109470 97241.2 2.83311e+06 0.00522345 0 0 0 0 4773.66 173.64 0.0179699 0.000653648 0.000300123 0.00035939 10.75 1.17378
78 0.980311 70.655 1.62844 0 70.655 1.02651 2.22896e+08 1.10341e+07 1.89085e+08 695824 104113 98929.1 2.95443e+06 0.00572211 0 0 0 0 5755.59 106.545 0.0197598 0.000365787 0.000279666 0.000224624 10.75 1.22909
79 1.02651 75.6767 1.42246 0.271627 75.4051 1.07489 2.4267e+08 1.14884e+07 2.1199e+08 762250 98974.9 100617 3.0796e+06 0.00614725 0 0 0 0 6429.06 116.648 0.0201299 0.000365235 0.000265998 0.000256763 10.75 1.28702
80 1.07489 57.7865 1.34498 0 57.7865 1.12555 2.6412e+08 1.19594e+07 2.30885e+08 834722 94048.4 102303 3.20864e+06 0.00666476 2.58051e+12 2.10312e+13 0 0 6211.52 106.988 0.0177375 0.000305513 0.000306948 0.00022715 10.75 1.34768
81 1.12555 81.708 1.24644 0 81.708 1.17859 2.87376e+08 1.2438e+07 2.60837e+08 913752 89326.4 103986 3.34156e+06 0.00722523 0 0 0 0 7257.69 102.411 0.0189013 0.000266711 0.000231328 0.000213979 10.75 1.41119
82 1.17859 71.397 1.14793 0.712984 70.684 1.23414 3.12581e+08 1.29213e+07 2.89392e+08 999895 84801.8 105663 3.47836e+06 0.00783208 0 0 0 0 8637.16 101.774 0.0205147 0.00024173 0.000287332 0.000210578 10.75 1.4777
83 1.23414 51.3553 1.20764 0 51.3553 1.2923 3.39883e+08 1.34788e+07 3.1151e+08 1.09375e+06 80468.1 107334 3.61904e+06 0.00848913 0 0 0 0 8061.67 108.692 0.017463 0.000235446 0.000340043 0.000194963 10.75 1.54734
84 1.2923 56.3472 1.0562 0 56.3472 1.35321 3.69442e+08 1.40134e+07 3.38356e+08 1.19595e+06 76318.7 108995 3.76357e+06 0.00920041 0 0 0 0 9538.03 100.481 0.0188431 0.000198507 0.00033441 0.000187945 10.75 1.62026
85 1.35321 47.6042 0.893488 0 47.6042 1.41698 4.0143e+08 1.45093e+07 3.63013e+08 1.30718e+06 72347.3 110646 3.91194e+06 0.00997034 1.75972e+12 1.43417e+13 0 0 10042.6 92.0766 0.0180942 0.000165899 0.000380097 0.000185675 10.75 1.69662
86 1.41698 53.4291 0.76231 0 53.4291 1.48376 4.36027e+08 1.49733e+07 3.93675e+08 1.42819e+06 68547.9 112284 4.06409e+06 0.0107014 0 0 0 0 12682.7 70.75 0.0208404 0.000116257 0.000390057 0.000152507 10.75 1.77658
87 1.48376 68.5483 0.626707 0.883303 67.665 1.55369 4.73426e+08 1.53914e+07 4.37473e+08 1.55976e+06 64914.3 113906 4.21998e+06 0.0115628 0 0 0 0 13835.4 65.1059 0.0207341 9.75694e-05 0.000302475 0.000155686 10.75 1.86031
88 1.55369 37.5344 0.629219 0 37.5344 1.62691 5.1383e+08 1.58518e+07 4.62903e+08 1.70274e+06 61441 115512 4.37953e+06 0.0124931 0 0 0 0 13767.9 68.3378 0.0188175 9.34016e-05 0.000501338 0.000148441 10.75 1.94798
89 1.62691 62.7691 0.508355 0.901987 61.8671 1.70358 5.57456e+08 1.62596e+07 5.11138e+08 1.85803e+06 58122.3 117098 4.54268e+06 0.0134978 0 0 0 0 16885.1 53.8122 0.0210473 6.70771e-05 0.000335313 0.000131949 10.75 2.03979
90 1.70358 58.0958 0.464297 0 58.0958 1.78387 6.04534e+08 1.66681e+07 5.60032e+08 2.02661e+06 54952.7 118663 4.70933e+06 0.0145827 0 0 0 0 17524.1 50.5448 0.0199218 5.74606e-05 0.000342913 0.000123758 10.75 2.13592
91 1.78387 30.403 0.472008 0 30.403 1.86794 6.55303e+08 1.71233e+07 5.8706e+08 2.20951e+06 51927 120203 4.87936e+06 0.0157543 6.07407e+11 4.95036e+12 0 0 19650 49.6222 0.020373 5.14481e-05 0.000670099 0.000108998 10.75 2.23658
92 1.86794 2.24919 0.16129 0 2.24919 1.95598 7.10019e+08 1.72939e+07 5.8706e+08 2.40783e+06 49040 121718 5.05266e+06 0.0170193 2.00181e+13 1.51813e+14 0 0 19733.4 59.6796 0.0186593 5.64312e-05 0.00829599 0.000349874 10.75 2.34199
93 1.95598 192.55 0.289046 0 192.55 2.04816 7.68951e+08 1.76291e+07 8.07882e+08 2.62275e+06 46286.8 123204 5.22909e+06 0.0183853 0 0 0 0 19981.2 0 0.0172312 0 8.94895e-05 0 10.75 2.45237
94 2.04816 173.318 0 0 173.318 2.14469 8.32381e+08 1.76291e+07 1.02572e+09 2.85551e+06 43662.4 124660 5.4085e+06 0.0198601 0 0 0 0 20092.7 0 0.0158027 0 9.11776e-05 0 10.75 2.56794
95 2.14469 155.537 0 0 155.537 2.24576 9.00604e+08 1.76291e+07 1.23995e+09 3.10746e+06 41162.1 126082 5.59071e+06 0.0211797 0 0 0 0 20137 0 0.014444 0 9.28654e-05 0 10.75 2.68897
96 2.24576 139.143 0 0 139.143 2.3516 9.7393e+08 1.76291e+07 1.44999e+09 3.38001e+06 38781.4 127469 5.77554e+06 0.0228269 0 0 0 0 20111.1 0 0.0131561 0 9.45511e-05 0 10.75 2.81569
97 2.3516 124.069 0 0 124.069 2.46243 1.05268e+09 1.76291e+07 1.65522e+09 3.67465e+06 36515.8 128818 5.9628e+06 0.0246031 0 0 0 0 20012.2 0 0.0119396 0 9.62331e-05 0 10.75 2.94839
98 2.46243 110.25 0 0 110.25 2.57848 1.13721e+09 1.76291e+07 1.85507e+09 3.99298e+06 34361 130126 6.15226e+06 0.0265186 0 0 0 0 19838.6 0 0.0107945 0 9.79097e-05 0 10.75 3.08735
99 2.57848 97.62 0 0 97.62 2.7 1.22785e+09 1.76291e+07 2.04897e+09 4.33669e+06 32312.7 131392 6.3437e+06 0.0285846 0 0 0 0 19589.1 0 0.00972092 0 9.95792e-05 0 10.75 3.23285
100 2.7 86.1142 0 0 86.1142 2.82725 1.32497e+09 1.76291e+07 2.23641e+09 4.70756e+06 30366.9 132614 6.53687e+06 0.0308128 0 0 0 0 19263.5 0 0.00871822 0 0.00010124 0 10.75 3.38521
101 2.82725 75.6684 0 0 75.6684 2.96049 1.42896e+09 1.76291e+07 2.41687e+09 5.10746e+06 28519.5 133788 6.7315e+06 0.0332162 0 0 0 0 18862.4 0 0.00778559 0 0.000102891 0 10.75 3.54475
102 2.96049 66.2186 0 0 66.2186 3.10001 1.54022e+09 1.76291e+07 2.58991e+09 5.5384e+06 26766.7 134912 6.92731e+06 0.0358086 0 0 0 0 18387.7 0 0.00692183 0 0.00010453 0 10.75 3.71181
103 3.10001 57.7021 0 0 57.7021 3.24611 1.65914e+09 1.76291e+07 2.75512e+09 6.00245e+06 25104.8 135985 7.12403e+06 0.038605 0 0 0 0 17842 0 0.00612542 0 0.000106156 0 10.75 3.88674
104 3.24611 50.0569 0 0 50.0569 3.3991 1.78614e+09 1.76291e+07 2.91215e+09 6.50184e+06 23530 137005 7.32135e+06 0.0416218 0 0 0 0 17228.9 0 0.00539451 0 0.000107768 0 10.75 4.06991
105 3.3991 43.2223 0 0 43.2223 3.55929 1.92167e+09 1.76291e+07 3.06069e+09 7.03888e+06 22038.8 137968 7.51895e+06 0.0448762 0 0 0 0 16553.4 0 0.00472694 0 0.000109363 0 10.75 4.26172
106 3.55929 37.139 0 0 37.139 3.72704 2.06616e+09 1.76291e+07 3.20052e+09 7.616e+06 20627.7 138874 7.7165e+06 0.0483875 0 0 0 0 15821 0 0.0041203 0 0.000110943 0 10.75 4.46257
107 3.72704 31.7493 0 0 31.7493 3.90269 2.22006e+09 1.76291e+07 3.33148e+09 8.23576e+06 19293.4 139721 7.91368e+06 0.0521758 0 0 0 0 15038.6 0 0.00357191 0 0.000112504 0 10.75 4.67289
108 3.90269 26.997 0 0 26.997 4.08662 2.38383e+09 1.76291e+07 3.45346e+09 8.90084e+06 18032.6 140506 8.11013e+06 0.0562635 0 0 0 0 14213.5 0 0.00307889 0 0.000114046 0 10.75 4.89311
109 4.08662 22.828 0 0 22.828 4.27921 2.55796e+09 1.76291e+07 3.56645e+09 9.61404e+06 16842.1 141227 8.30551e+06 0.0606743 0 0 0 0 13354 0 0.00263818 0 0.000115568 0 10.75 5.12372
110 4.27921 19.1902 0 0 19.1902 4.48088 2.74291e+09 1.76291e+07 3.67049e+09 1.03783e+07 15718.9 141885 8.49945e+06 0.0645038 0 0 0 0 12468.9 0 0.00224657 0 0.000117069 0 10.75 5.36519
111 4.48088 16.0335 0 0 16.0335 4.69206 2.93916e+09 1.76291e+07 3.7657e+09 1.11967e+07 14659.9 142476 8.6916e+06 0.0694489 0 0 0 0 11567.3 0 0.00190075 0 0.000118549 0 10.75 5.61804
112 4.69206 13.3105 0 0 13.3105 4.91319 3.14722e+09 1.76291e+07 3.85226e+09 1.20723e+07 13662.2 143000 8.8816e+06 0.074792 0 0 0 0 10658.7 0 0.00159734 0 0.000120006 0 10.75 5.88282
113 4.91319 10.976 0 0 10.976 5.14474 3.36755e+09 1.76291e+07 3.93044e+09 1.30086e+07 12723.1 143455 9.06907e+06 0.0805658 0 0 0 0 9752.47 0 0.00133293 0 0.000121441 0 10.75 6.16006
114 5.14474 8.98763 0 0 8.98763 5.38721 3.60067e+09 1.76291e+07 4.00055e+09 1.4009e+07 11839.8 143841 9.25366e+06 0.0868076 0 0 0 0 8857.94 0 0.00110414 0 0.000122852 0 10.75 6.45038
115 5.38721 7.30555 0 0 7.30555 5.6411 3.84705e+09 1.76291e+07 4.06295e+09 1.5077e+07 11009.6 144157 9.43501e+06 0.0935561 0 0 0 0 7983.94 0 0.000907633 0 0.000124239 0 10.75 6.75438
116 5.6411 5.89276 0 0 5.89276 5.90696 4.1072e+09 1.76291e+07 4.11806e+09 1.62165e+07 10230.1 144402 9.61275e+06 0.100855 0 0 0 0 7138.73 0 0.000740141 0 0.000125602 0 10.75 7.0727
117 5.90696 4.71504 0 0 4.71504 6.18534 4.38159e+09 1.76291e+07 4.16635e+09 1.74312e+07 9498.62 144575 9.78655e+06 0.108751 0 0 0 0 6329.82 0 0.000598529 0 0.00012694 0 10.75 7.40603
118 6.18534 3.74102 0 0 3.74102 6.47685 4.6707e+09 1.76291e+07 4.2083e+09 1.87252e+07 8812.89 144677 9.95607e+06 0.117294 0 0 0 0 5563.74 0 0.0004798 0 0.000128254 0 10.75 7.75506
119 6.47685 2.94212 0 0 2.94212 6.78209 4.97501e+09 1.76291e+07 4.24441e+09 2.01026e+07 8170.57 144707 1.0121e+07 0.126541 0 0 0 0 4845.95 0 0.000381129 0 0.000129542 0 10.75 8.12055
120 6.78209 2.29254 0 0 2.29254 7.10172 5.29498e+09 1.76291e+07 4.27522e+09 2.15677e+07 7569.43 144665 1.02809e+07 0.136551 0 0 0 0 4180.72 0 0.000299878 0 0.000130806 0 10.75 8.50325
121 7.10172 1.76918 0 0 1.76918 7.43642 5.63106e+09 1.76291e+07 4.30124e+09 2.3125e+07 7007.3 144551 1.04357e+07 0.147391 0 0 0 0 3571.06 0 0.00023361 0 0.000132044 0 10.75 8.904
122 7.43642 1.35154 0 0 1.35154 7.78689 5.9837e+09 1.76291e+07 4.323e+09 2.4779e+07 6482.12 144366 1.03939e+07 0.15913 0 0 0 0 3018.73 0 0.000180102 0 0.000133256 0 10.75 9.32363
123 7.78689 1.0216 0 0 1.0216 8.15387 6.3533e+09 1.76291e+07 4.341e+09 2.65344e+07 5991.87 144111 1.02149e+07 0.171848 0 0 0 0 2524.23 0 0.000137348 0 0.000134444 0 10.75 9.76304
124 8.15387 0.763683 0 0 0.763683 8.53815 6.74028e+09 1.76291e+07 4.35573e+09 2.83961e+07 5534.64 143785 1.00291e+07 0.185628 0 0 0 0 2086.88 0 0.00010356 0 0.000135606 0 10.75 10.2232
125 8.53815 0.564284 0 0 0.564284 8.94054 7.14504e+09 1.76291e+07 4.36763e+09 3.0369e+07 5108.58 143391 9.83706e+06 0.200563 0 0 0 0 1704.93 0 7.71614e-05 0 0.000136742 0 10.75 10.705
126 8.94054 0.411907 0 0 0.411907 9.36189 7.56792e+09 1.76291e+07 4.37714e+09 3.24584e+07 4711.91 142929 9.63935e+06 0.216753 0 0 0 0 1375.7 0 5.67828e-05 0 0.000137853 0 10.75 11.2095
127 9.36189 0.296873 0 0 0.296873 9.80311 8.00929e+09 1.76291e+07 4.38464e+09 3.46695e+07 4342.93 142400 9.43661e+06 0.234306 0 0 0 0 1095.73 0 4.12473e-05 0 0.000138939 0 10.75 11.7378
128 9.80311 0.21113 0 0 0.21113 10.2651 8.46946e+09 1.76291e+07 4.39047e+09 3.70076e+07 4000.02 141806 9.22932e+06 0.253342 0 0 0 0 860.964 0 2.95582e-05 0 0.00014 0 10.75 12.2909
129 10.2651 0.148071 0 0 0.148071 10.7489 8.94874e+09 1.76291e+07 4.39494e+09 3.94785e+07 3681.6 141149 8.90886e+06 0.277351 0 0 0 0 666.968 0 2.08833e-05 0 0.000141036 0 10.75 12.8702
130 10.7489 0.102339 0 0 0.102339 11.2555 9.44739e+09 1.76291e+07 4.39832e+09 4.20878e+07 3386.19 140431 8.71521e+06 0.299398 0 0 0 0 509.072 0 1.45369e-05 0 0.000142047 0 10.75 13.4768
131 11.2555 0.0696577 0 0 0.0696577 11.7859 9.96566e+09 1.76291e+07 4.40084e+09 4.48415e+07 3112.37 139652 8.51954e+06 0.323214 0 0 0 0 382.571 0 9.96335e-06 0 0.000143033 0 10.75 14.1119
132 11.7859 0.0466597 0 0 0.0466597 12.3414 1.05038e+10 1.76291e+07 4.40269e+09 4.77455e+07 2858.78 138817 8.32234e+06 0.34894 0 0 0 0 282.875 0 6.71874e-06 0 0.000143994 0 10.75 14.777
133 12.3414 0.0307349 0 0 0.0307349 12.923 1.10619e+10 1.76291e+07 4.40401e+09 5.0806e+07 2624.13 137926 8.12403e+06 0.376729 0 0 0 0 205.637 0 4.45446e-06 0 0.000144932 0 10.75 15.4734
134 12.923 0.0198929 0 0 0.0198929 13.5321 1.16403e+10 1.76291e+07 4.40495e+09 5.40295e+07 2407.2 136982 7.92502e+06 0.406749 0 0 0 0 146.857 0 2.90127e-06 0 0.000145844 0 10.75 16.2026
135 13.5321 0.0126411 0 0 0.0126411 14.1698 1.22389e+10 1.76291e+07 4.4056e+09 5.74225e+07 2206.81 135987 7.7257e+06 0.43918 0 0 0 0 102.948 0 1.85486e-06 0 0.000146733 0 10.75 16.9662
136 14.1698 0.00787974 0 0 0.00787974 14.8376 1.2858e+10 1.76291e+07 4.40605e+09 6.09917e+07 2021.87 134945 7.52646e+06 0.474216 0 0 0 0 70.7779 0 1.16303e-06 0 0.000147598 0 10.75 17.7658
137 14.8376 0.00481384 0 0 0.00481384 15.5369 1.34976e+10 1.76291e+07 4.40634e+09 6.4744e+07 1851.32 133857 7.32773e+06 0.512066 0 0 0 0 47.6808 0 7.14557e-07 0 0.000148438 0 10.75 18.6031
138 15.5369 0.00287946 0 0 0.00287946 16.2691 1.41577e+10 1.76291e+07 4.40654e+09 6.86865e+07 1694.17 132727 7.12981e+06 0.552961 0 0 0 0 31.4446 0 4.29773e-07 0 0.000149255 0 10.75 19.4798
139 16.2691 0.00168476 0 0 0.00168476 17.0358 1.48384e+10 1.76291e+07 4.40666e+09 7.28265e+07 1549.5 131557 6.93311e+06 0.597142 0 0 0 0 20.2804 0 2.52796e-07 0 0.000150048 0 10.75 20.3979
140 17.0358 0.000963221 0 0 0.000963221 17.8387 1.55396e+10 1.76291e+07 4.40674e+09 7.71717e+07 1416.41 130351 6.73795e+06 0.644876 0 0 0 0 12.7787 0 1.45271e-07 0 0.000150818 0 10.75 21.3592
141 17.8387 0.000537526 0 0 0.000537526 18.6794 1.62613e+10 1.76291e+07 4.40679e+09 8.17297e+07 1294.08 129111 6.54464e+06 0.696452 0 0 0 0 7.85786 0 8.147e-08 0 0.000151565 0 10.75 22.3658
142 18.6794 0.000292459 0 0 0.000292459 19.5598 1.70034e+10 1.76291e+07 4.40681e+09 8.65086e+07 1181.72 127840 6.35347e+06 0.752178 0 0 0 0 4.71018 0 4.4538e-08 0 0.000152288 0 10.75 23.4199
143 19.5598 0.000154955 0 0 0.000154955 20.4816 1.77659e+10 1.76291e+07 4.40683e+09 9.15168e+07 1078.61 126541 6.16478e+06 0.812386 0 0 0 0 2.74897 0 2.37063e-08 0 0.000152988 0 10.75 24.5237
144 20.4816 7.98507e-05 0 0 7.98507e-05 21.4469 1.85485e+10 1.76291e+07 4.40684e+09 9.67628e+07 984.046 125217 5.91095e+06 0.88751 0 0 0 0 1.56013 0 1.22703e-08 0 0.000153665 0 10.75 25.6794
145 21.4469 3.99684e-05 0 0 3.99684e-05 22.4576 1.93512e+10 1.76291e+07 4.40685e+09 1.02256e+08 897.387 123872 5.74236e+06 0.956544 0 0 0 0 0.859889 0 6.16788e-09 0 0.000154319 0 10.75 26.8897
146 22.4576 1.94055e-05 0 0 1.94055e-05 23.516 2.01738e+10 1.76291e+07 4.40685e+09 1.08005e+08 818.031 122509 5.57648e+06 1.03092 0 0 0 0 0.459645 0 3.00688e-09 0 0.00015495 0 10.75 28.1569
147 23.516 9.12596e-06 0 0 9.12596e-06 24.6243 2.1016e+10 1.76291e+07 4.40685e+09 1.14019e+08 745.41 121130 5.41348e+06 1.11105 0 0 0 0 0.237947 0 1.41962e-09 0 0.000155559 0 10.75 29.4839
148 24.6243 4.15078e-06 0 0 4.15078e-06 25.7848 2.18777e+10 1.76291e+07 4.40685e+09 1.2031e+08 679 119739 5.25357e+06 1.19738 0 0 0 0 0.119114 0 6.48121e-10 0 0.000156144 0 10.75 30.8735
149 25.7848 1.82303e-06 0 0 1.82303e-06 27 2.27586e+10 1.76291e+07 4.40685e+09 1.26887e+08 618.307 118338 5.09682e+06 1.29039 0 0 0 0 0.057569 0 2.85682e-10 0 0.000156707 0 10.75 32.3285
150 27 7.71889e-07 0 0 7.71889e-07 28.2725 2.36585e+10 1.76291e+07 4.40685e+09 1.33761e+08 562.877 116931 4.94342e+06 1.3906 0 0 0 0 0.0268192 0 1.21378e-10 0 0.000157248 0 10.75 33.8521
151 28.2725 3.14533e-07 0 0 3.14533e-07 29.6049 2.45771e+10 1.76291e+07 4.40685e+09 1.40944e+08 512.282 115521 4.79348e+06 1.49856 0 0 0 0 0.0120222 0 4.96224e-11 0 0.000157766 0 10.75 35.4475
152 29.6049 1.23124e-07 0 0 1.23124e-07 31.0001 2.5514e+10 1.76291e+07 4.40685e+09 1.48449e+08 466.128 114110 4.64708e+06 1.61488 0 0 0 0 0.00517634 0 1.94857e-11 0 0.000158261 0 10.75 37.1181
153 31.0001 4.62131e-08 0 0 4.62131e-08 32.4611 2.64691e+10 1.76291e+07 4.40685e+09 1.56287e+08 424.05 112702 4.50434e+06 1.74021 0 0 0 0 0.00213668 0 7.33556e-12 0 0.000158734 0 10.75 38.8674
154 32.4611 1.65986e-08 0 0 1.65986e-08 33.991 2.74419e+10 1.76291e+07 4.40685e+09 1.64473e+08 385.708 111300 4.33131e+06 1.88997 0 0 0 0 0.000843874 0 2.64223e-12 0 0.000159184 0 10.75 40.6991
155 33.991 5.69331e-09 0 0 5.69331e-09 35.5929 2.84321e+10 1.76291e+07 4.40685e+09 1.73021e+08 350.789 109905 4.20729e+06 2.0317 0 0 0 0 0.000318227 0 9.0872e-13 0 0.000159612 0 10.75 42.6172
156 35.5929 1.86081e-09 0 0 1.86081e-09 37.2704 2.94394e+10 1.76291e+07 4.40685e+09 1.81946e+08 319.002 108522 4.08652e+06 2.18401 0 0 0 0 0.000114334 0 2.97761e-13 0 0.000160017 0 10.75 44.6257
157 37.2704 5.78219e-10 0 0 5.78219e-10 39.0269 3.04635e+10 1.76291e+07 4.40685e+09 1.91264e+08 290.08 107152 3.96904e+06 2.34773 0 0 0 0 3.90486e-05 0 9.27468e-14 0 0.000160401 0 10.75 46.7289
158 39.0269 1.70415e-10 0 0 1.70415e-10 40.8662 3.15039e+10 1.76291e+07 4.40685e+09 2.00993e+08 263.776 105798 3.85489e+06 2.52371 0 0 0 0 1.26473e-05 0 2.73962e-14 0 0.000160762 0 10.75 48.9311
159 40.8662 4.75183e-11 0 0 4.75183e-11 42.7921 3.25604e+10 1.76291e+07 4.40685e+09 2.1115e+08 239.863 104463 3.74411e+06 2.71288 0 0 0 0 3.87495e-06 0 7.65526e-15 0 0.000161101 0 10.75 51.2372
160 42.7921 1.25032e-11 0 0 1.25032e-11 44.8088 3.36324e+10 1.76291e+07 4.40685e+09 2.21756e+08 218.132 103150 3.63669e+06 2.91627 0 0 0 0 1.12017e-06 0 2.01825e-15 0 0.000161419 0 10.75 53.6519
161 44.8088 3.09601e-12 0 0 3.09601e-12 46.9206 3.47197e+10 1.76291e+07 4.40685e+09 2.32831e+08 198.39 101859 3.53264e+06 3.13498 0 0 0 0 3.0469e-07 0 5.00669e-16 0 0.000161715 0 10.75 56.1804
162 46.9206 7.1938e-13 0 0 7.1938e-13 49.1319 3.58219e+10 1.76291e+07 4.40685e+09 2.44397e+08 180.461 100595 3.43198e+06 3.37019 0 0 0 0 7.7759e-08 0 1.16532e-16 0 0.000161989 0 10.75 58.8282
163 49.1319 1.56383e-13 0 0 1.56383e-13 51.4474 3.69386e+10 1.76291e+07 4.40685e+09 2.56479e+08 164.183 99359 3.29554e+06 3.66622 0 0 0 0 1.85636e-08 0 2.5372e-17 0 0.000162243 0 10.75 61.6006
164 51.4474 3.17052e-14 0 0 3.17052e-14 53.8721 3.80694e+10 1.76291e+07 4.40685e+09 2.69103e+08 149.408 98153.2 3.22593e+06 3.91323 0 0 0 0 4.13263e-09 0 5.15133e-18 0 0.000162476 0 10.75 64.5038
165 53.8721 5.97522e-15 0 0 5.97522e-15 56.411 3.9214e+10 1.76291e+07 4.40685e+09 2.82296e+08 136 96979.8 3.15813e+06 4.17759 0 0 0 0 8.55105e-10 0 9.72104e-19 0 0.000162689 0 10.75 67.5438
166 56.411 1.04319e-15 0 0 1.04319e-15 59.0696 4.03718e+10 1.76291e+07 4.40685e+09 2.9609e+08 123.835 95840.9 3.09217e+06 4.46063 0 0 0 0 1.63888e-10 0 1.69919e-19 0 0.000162883 0 10.75 70.727
