#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MassBin
37 0.148376 303.629 0 0 303.629 0.155369 3.91347e+06 0 2.82995e+07 635.81 29504.6 19961.5 10818.9 0.00385622 0 0 0 0 0 0 0 10
38 0.155369 294.03 0 0 294.03 0.162691 4.28095e+06 0 3.04508e+07 701.644 28289.9 20418.4 11374.3 0.00431407 0 0 0 0 0 0 0 10
39 0.162691 284.422 0 0 284.422 0.170358 4.68244e+06 0 3.27325e+07 774.101 27118.6 20882.3 11955.3 0.004825 0 0 0 0 0 0 0 10
40 0.170358 274.818 0 0 274.818 0.178387 5.121e+06 0 3.515e+07 853.829 25989.2 21353.1 12562.8 0.00539497 0 0 0 0 0 0 0 10
41 0.178387 265.231 0 0 265.231 0.186794 5.59999e+06 0 3.77081e+07 941.533 24900.4 21830.8 13197.7 0.00603061 0 0 0 0 0 0 0 10
42 0.186794 255.674 0 0 255.674 0.195598 6.12304e+06 0 4.04121e+07 1037.99 23850.8 22315.2 13861.1 0.00673924 0 0 0 0 0 0 0 10
43 0.195598 246.16 0 0 246.16 0.204816 6.6941e+06 0 4.32665e+07 1144.03 22839.2 22806.3 14137.1 0.0075013 0 0 0 0 0 0 0 10
44 0.204816 236.702 0 0 236.702 0.214469 7.31744e+06 0 4.62761e+07 1260.59 21864.5 23303.8 13972.9 0.00834197 0 0 0 0 0 0 0 10
45 0.214469 227.313 0 0 227.313 0.224576 7.99773e+06 0 4.94452e+07 1388.68 20925.4 23807.6 13810.3 0.00927441 0 0 0 0 0 0 0 10
46 0.224576 218.008 0 0 218.008 0.23516 8.74002e+06 0 5.27777e+07 1529.38 20020.7 24317.5 13649.3 0.0103082 0 0 0 0 0 0 0 10
47 0.23516 208.798 0 0 208.798 0.246243 9.54976e+06 0 5.62775e+07 1683.89 19149.5 24833.5 13490 0.0114541 0 0 0 0 0 0 0 10
48 0.246243 199.697 0 0 199.697 0.257848 1.04329e+07 0 5.99476e+07 1853.53 18310.5 25355.2 13357.1 0.0127001 0 0 0 0 0 0 0 10
49 0.257848 190.717 0 0 190.717 0.27 1.13959e+07 0 6.37908e+07 2039.7 17502.8 25882.5 13254.7 0.014046 0 0 0 0 0 0 0 10
50 0.27 181.873 0 0 181.873 0.282725 1.24456e+07 0 6.78094e+07 2243.97 16725.4 26415 13152.3 0.0155306 0 0 0 0 0 0 0 10
51 0.282725 173.175 0 0 173.175 0.296049 1.35896e+07 0 7.2005e+07 2468 15977.2 26952.6 13049.8 0.0171677 0 0 0 0 0 0 0 10
52 0.296049 164.636 0 0 164.636 0.310001 1.48361e+07 0 7.63785e+07 2713.64 15257.4 27495 12947.3 0.0189721 0 0 0 0 0 0 0 10
53 0.310001 156.267 0 0 156.267 0.324611 1.61938e+07 0 8.09302e+07 2982.87 14565 28041.9 12844.7 0.0209604 0 0 0 0 0 0 0 10
54 0.324611 148.08 0 0 148.08 0.33991 1.76722e+07 0 8.56596e+07 3277.86 13899.1 28592.9 12733.9 0.0231655 0 0 0 0 0 0 0 10
55 0.33991 140.084 0 0 140.084 0.355929 1.92817e+07 0 9.05652e+07 3600.95 13258.9 29147.7 12620.3 0.0256007 0 0 0 0 0 0 0 10
56 0.355929 132.29 0 0 132.29 0.372704 2.10331e+07 0 9.56448e+07 3954.69 12643.4 29705.9 12507 0.028283 0 0 0 0 0 0 0 10
57 0.372704 124.707 0 0 124.707 0.390269 2.29386e+07 0 1.00895e+08 4341.83 12052 30267.3 12394 0.0312367 0 0 0 0 0 0 0 10
58 0.390269 117.343 0 0 117.343 0.408662 2.50108e+07 0 1.06312e+08 4765.38 11483.8 30831.2 12281.1 0.0344878 0 0 0 0 0 0 0 10
59 0.408662 110.206 0 0 110.206 0.427921 2.72637e+07 0 1.11891e+08 5228.57 10938.1 31397.5 12168.5 0.0380646 0 0 0 0 0 0 0 10
60 0.427921 103.303 0 0 103.303 0.448088 2.9712e+07 0 1.17624e+08 5734.9 10414.1 31965.4 12051.5 0.0420143 0 0 0 0 0 0 0 10
61 0.448088 96.64 0 0 96.64 0.469206 3.23717e+07 0 1.23505e+08 6288.17 9911.09 32534.7 11931.9 0.0463691 0 0 0 0 0 0 0 10
62 0.469206 90.2223 0 0 90.2223 0.491319 3.526e+07 0 1.29526e+08 6892.47 9428.39 33104.8 11812.7 0.0511568 0 0 0 0 0 0 0 10
63 0.491319 84.0541 0 0 84.0541 0.514474 3.83952e+07 0 1.35676e+08 7552.23 8965.31 33675.2 11694 0.056418 0 0 0 0 0 0 0 10
64 0.514474 78.1388 0 0 78.1388 0.538721 4.1797e+07 0 1.41944e+08 8272.2 8521.21 34245.3 11575.8 0.0621966 0 0 0 0 0 0 0 10
65 0.538721 72.4789 0 0 72.4789 0.56411 4.54865e+07 0 1.4832e+08 9057.54 8095.45 34814.5 11458 0.0685408 0 0 0 0 0 0 0 10
66 0.56411 67.0758 0 0 67.0758 0.590696 4.94861e+07 0 1.54789e+08 9913.78 7687.42 35382.3 11340.6 0.0755022 0 0 0 0 0 0 0 10
67 0.590696 61.9302 0 0 61.9302 0.618534 5.38199e+07 0 1.61339e+08 10846.9 7296.5 35948.1 11281.2 0.0827131 0 0 0 0 0 0 0 10
68 0.618534 57.0416 0 0 57.0416 0.647685 5.85137e+07 0 1.67953e+08 11863.3 6922.14 36511.2 11232.2 0.090488 0 0 0 0 0 0 0 10
69 0.647685 52.4088 0 0 52.4088 0.678209 6.35946e+07 0 1.74617e+08 12969.8 6563.75 37071 11181.2 0.0989647 0 0 0 0 0 0 0 10
70 0.678209 48.0296 0 0 48.0296 0.710172 6.90919e+07 0 1.81313e+08 14173.9 6220.79 37626.7 11128.1 0.108203 0 0 0 0 0 0 0 10
71 0.710172 43.9009 0 0 43.9009 0.743642 7.50364e+07 0 1.88024e+08 15483.5 5892.73 38177.8 11073 0.118268 0 0 0 0 0 0 0 10
72 0.743642 40.0189 0 0 40.0189 0.778689 8.1461e+07 0 1.94732e+08 16907 5579.06 38723.4 11015.8 0.129229 0 0 0 0 0 0 0 10
73 0.778689 36.3788 0 0 36.3788 0.815387 8.84006e+07 0 2.01417e+08 18453.7 5279.27 39262.9 10956.5 0.141161 0 0 0 0 0 0 0 10
74 0.815387 32.9752 0 0 32.9752 0.853815 9.58919e+07 0 2.08062e+08 20133.1 4992.88 39795.5 10895.2 0.154146 0 0 0 0 0 0 0 10
75 0.853815 29.802 0 0 29.802 0.894054 1.03974e+08 0 2.14647e+08 21955.8 4719.41 40320.4 10998.4 0.16572 0 0 0 0 0 0 0 10
76 0.894054 26.8524 0 0 26.8524 0.936189 1.12688e+08 0 2.21153e+08 23932.7 4458.4 40836.9 11100.1 0.178102 0 0 0 0 0 0 0 10
77 0.936189 24.119 0 0 24.119 0.980311 1.22077e+08 0 2.2756e+08 26075.8 4209.41 41344.1 11195 0.191431 0 0 0 0 0 0 0 10
78 0.980311 21.594 0 0 21.594 1.02651 1.32188e+08 0 2.3385e+08 28397.6 3972.01 41841.4 11282.8 0.205783 0 0 0 0 0 0 0 10
79 1.02651 19.269 0 0 19.269 1.07489 1.43067e+08 0 2.40004e+08 30911.5 3745.76 42327.9 11363.1 0.221238 0 0 0 0 0 0 0 10
80 1.07489 17.1353 0 0 17.1353 1.12555 1.54765e+08 0 2.46005e+08 33631.9 3530.27 42802.7 11435.6 0.237883 0 0 0 0 0 0 0 10
81 1.12555 15.184 0 0 15.184 1.17859 1.67336e+08 0 2.51835e+08 36573.8 3325.13 43265.2 11500.1 0.255812 0 0 0 0 0 0 0 10
82 1.17859 13.4056 0 0 13.4056 1.23414 1.80833e+08 0 2.57479e+08 39753.2 3129.95 43714.4 11556.2 0.275129 0 0 0 0 0 0 0 10
83 1.23414 11.7908 0 0 11.7908 1.2923 1.95314e+08 0 2.62922e+08 43187.3 2944.36 44149.6 11603.7 0.295943 0 0 0 0 0 0 0 10
84 1.2923 10.33 0 0 10.33 1.35321 2.1084e+08 0 2.68151e+08 46893.9 2767.99 44570 11642.4 0.318374 0 0 0 0 0 0 0 10
85 1.35321 9.01371 0 0 9.01371 1.41698 2.27472e+08 0 2.73154e+08 50892.1 2600.49 44974.8 11816.5 0.33836 0 0 0 0 0 0 0 10
86 1.41698 7.83232 0 0 7.83232 1.48376 2.45274e+08 0 2.7792e+08 55202.1 2441.5 45363.3 12021.8 0.358512 0 0 0 0 0 0 0 10
87 1.48376 6.77638 0 0 6.77638 1.55369 2.64314e+08 0 2.82442e+08 59844.9 2290.7 45734.6 12210.8 0.380223 0 0 0 0 0 0 0 10
88 1.55369 5.83661 0 0 5.83661 1.62691 2.84659e+08 0 2.86712e+08 64842.9 2147.75 46088 12382.6 0.403634 0 0 0 0 0 0 0 10
89 1.62691 5.00391 0 0 5.00391 1.70358 3.06382e+08 0 2.90727e+08 70219.6 2012.33 46422.9 12536 0.428901 0 0 0 0 0 0 0 10
90 1.70358 4.26945 0 0 4.26945 1.78387 3.29554e+08 0 2.94482e+08 75999.7 1884.14 46738.6 12670 0.456196 0 0 0 0 0 0 0 10
91 1.78387 3.6247 0 0 3.6247 1.86794 3.5425e+08 0 2.97978e+08 82208.9 1762.88 47034.3 12783.9 0.485707 0 0 0 0 0 0 0 10
92 1.86794 3.06147 0 0 3.06147 1.95598 3.80547e+08 0 3.01216e+08 88874.5 1648.25 47309.5 12876.8 0.517645 0 0 0 0 0 0 0 10
93 1.95598 2.57195 0 0 2.57195 2.04816 4.08522e+08 0 3.04199e+08 96024.8 1539.97 47563.5 12947.9 0.552241 0 0 0 0 0 0 0 10
94 2.04816 2.14873 0 0 2.14873 2.14469 4.38254e+08 0 3.06931e+08 103690 1437.76 47795.8 12996.8 0.589747 0 0 0 0 0 0 0 10
95 2.14469 1.78482 0 0 1.78482 2.24576 4.69824e+08 0 3.09419e+08 111900 1341.35 48006 13023 0.630446 0 0 0 0 0 0 0 10
96 2.24576 1.47368 0 0 1.47368 2.3516 5.03312e+08 0 3.11672e+08 120688 1250.49 48193.4 13026.2 0.67465 0 0 0 0 0 0 0 10
97 2.3516 1.20923 0 0 1.20923 2.46243 5.388e+08 0 3.13698e+08 130088 1164.93 48357.7 13006.3 0.722704 0 0 0 0 0 0 0 10
98 2.46243 0.985834 0 0 0.985834 2.57848 5.7637e+08 0 3.1551e+08 140134 1084.41 48498.6 12963.2 0.774993 0 0 0 0 0 0 0 10
99 2.57848 0.798315 0 0 0.798315 2.7 6.16105e+08 0 3.17119e+08 150864 1008.71 48615.6 12897 0.831936 0 0 0 0 0 0 0 10
100 2.7 0.641953 0 0 0.641953 2.82725 6.58087e+08 0 3.18537e+08 162314 937.582 48708.6 12808.1 0.894005 0 0 0 0 0 0 0 10
101 2.82725 0.512468 0 0 0.512468 2.96049 7.02396e+08 0 3.19779e+08 174525 870.818 48777.3 12696.8 0.961722 0 0 0 0 0 0 0 10
102 2.96049 0.406009 0 0 0.406009 3.10001 7.49115e+08 0 3.20858e+08 187537 808.2 48821.6 12563.7 1.03566 0 0 0 0 0 0 0 10
103 3.10001 0.319132 0 0 0.319132 3.24611 7.98322e+08 0 3.21787e+08 201391 749.519 48841.4 12409.4 1.11647 0 0 0 0 0 0 0 10
104 3.24611 0.248789 0 0 0.248789 3.3991 8.50096e+08 0 3.22582e+08 216133 694.574 48836.6 12234.8 1.20486 0 0 0 0 0 0 0 10
105 3.3991 0.192293 0 0 0.192293 3.55929 9.04514e+08 0 3.23255e+08 231805 643.172 48807.3 12040.8 1.30163 0 0 0 0 0 0 0 10
106 3.55929 0.147302 0 0 0.147302 3.72704 9.61651e+08 0 3.23821e+08 248456 595.127 48753.5 11828.5 1.40766 0 0 0 0 0 0 0 10
107 3.72704 0.11179 0 0 0.11179 3.90269 1.02158e+09 0 3.24291e+08 266132 550.258 48675.5 11599 1.52392 0 0 0 0 0 0 0 10
108 3.90269 0.0840175 0 0 0.0840175 4.08662 1.08437e+09 0 3.24679e+08 284882 508.392 48573.4 11353.5 1.65153 0 0 0 0 0 0 0 10
109 4.08662 0.0625064 0 0 0.0625064 4.27921 1.15008e+09 0 3.24996e+08 304758 469.362 48447.5 11093.3 1.79169 0 0 0 0 0 0 0 10
110 4.27921 0.0460123 0 0 0.0460123 4.48088 1.21879e+09 0 3.25251e+08 325811 433.009 48298.2 10819.9 1.94576 0 0 0 0 0 0 0 10
111 4.48088 0.0334978 0 0 0.0334978 4.69206 1.29055e+09 0 3.25455e+08 348094 399.179 48125.8 10534.6 2.11527 0 0 0 0 0 0 0 10
112 4.69206 0.0241067 0 0 0.0241067 4.91319 1.36541e+09 0 3.25616e+08 371663 367.725 47930.8 10238.9 2.30188 0 0 0 0 0 0 0 10
113 4.91319 0.0171401 0 0 0.0171401 5.14474 1.44344e+09 0 3.25741e+08 396574 338.506 47713.8 9934.42 2.50749 0 0 0 0 0 0 0 10
114 5.14474 0.012034 0 0 0.012034 5.38721 1.52467e+09 0 3.25838e+08 422883 311.387 47475.2 9622.43 2.7342 0 0 0 0 0 0 0 10
115 5.38721 0.00833834 0 0 0.00833834 5.6411 1.60916e+09 0 3.25911e+08 450651 286.24 47215.7 9304.58 2.98435 0 0 0 0 0 0 0 10
116 5.6411 0.00569855 0 0 0.00569855 5.90696 1.69694e+09 0 3.25966e+08 479938 262.942 46936 8982.26 3.26054 0 0 0 0 0 0 0 10
117 5.90696 0.00383877 0 0 0.00383877 6.18534 1.78804e+09 0 3.26007e+08 510806 241.376 46636.8 8656.89 3.56572 0 0 0 0 0 0 0 10
118 6.18534 0.00254728 0 0 0.00254728 6.47685 1.88251e+09 0 3.26036e+08 543319 221.43 46318.9 8329.91 3.90313 0 0 0 0 0 0 0 10
119 6.47685 0.00166388 0 0 0.00166388 6.78209 1.98035e+09 0 3.26057e+08 577542 203 45983 8002.64 4.2764 0 0 0 0 0 0 0 10
120 6.78209 0.00106908 0 0 0.00106908 7.10172 2.0816e+09 0 3.26072e+08 613541 185.984 45630 7676.36 4.6896 0 0 0 0 0 0 0 10
121 7.10172 0.000675173 0 0 0.000675173 7.43642 2.18626e+09 0 3.26082e+08 651385 170.288 45260.8 7352.29 5.14726 0 0 0 0 0 0 0 10
122 7.43642 0.000418784 0 0 0.000418784 7.78689 2.29436e+09 0 3.2609e+08 691144 155.821 44876.2 7031.55 5.65444 0 0 0 0 0 0 0 10
123 7.78689 0.000254902 0 0 0.000254902 8.15387 2.40588e+09 0 3.26094e+08 732891 142.498 44477.3 6767.18 6.16902 0 0 0 0 0 0 0 10
124 8.15387 0.000152119 0 0 0.000152119 8.53815 2.52084e+09 0 3.26097e+08 776699 130.239 44065 6562.82 6.67523 0 0 0 0 0 0 0 10
125 8.53815 8.89256e-05 0 0 8.89256e-05 8.94054 2.63923e+09 0 3.26099e+08 822645 118.968 43640.2 6360.36 7.22378 0 0 0 0 0 0 0 10
126 8.94054 5.08724e-05 0 0 5.08724e-05 9.36189 2.76104e+09 0 3.261e+08 870807 108.614 43204 6160.12 7.81831 0 0 0 0 0 0 0 10
127 9.36189 2.8452e-05 0 0 2.8452e-05 9.80311 2.88626e+09 0 3.26101e+08 921265 99.1098 42757.3 5962.48 8.46263 0 0 0 0 0 0 0 10
128 9.80311 1.55403e-05 0 0 1.55403e-05 10.2651 3.01487e+09 0 3.26102e+08 974103 90.3922 42301.3 5767.71 9.161 0 0 0 0 0 0 0 10
129 10.2651 8.28021e-06 0 0 8.28021e-06 10.7489 3.14684e+09 0 3.26102e+08 1.02941e+06 82.4022 41836.8 5576.11 9.91797 0 0 0 0 0 0 0 10
130 10.7489 4.29888e-06 0 0 4.29888e-06 11.2555 3.28215e+09 0 3.26102e+08 1.08727e+06 75.0846 41365 5387.92 10.7385 0 0 0 0 0 0 0 10
131 11.2555 2.17207e-06 0 0 2.17207e-06 11.7859 3.42077e+09 0 3.26102e+08 1.14777e+06 68.3876 40886.9 5203.43 11.6279 0 0 0 0 0 0 0 10
132 11.7859 1.0667e-06 0 0 1.0667e-06 12.3414 3.56267e+09 0 3.26102e+08 1.21102e+06 62.2629 40403.5 5022.8 12.5921 0 0 0 0 0 0 0 10
133 12.3414 5.08485e-07 0 0 5.08485e-07 12.923 3.7078e+09 0 3.26102e+08 1.27711e+06 56.6655 39915.9 4846.26 13.6373 0 0 0 0 0 0 0 10
134 12.923 2.34951e-07 0 0 2.34951e-07 13.5321 3.85613e+09 0 3.26102e+08 1.34614e+06 51.5534 39424.9 4728.92 14.5986 0 0 0 0 0 0 0 10
135 13.5321 1.05075e-07 0 0 1.05075e-07 14.1698 4.00761e+09 0 3.26102e+08 1.41823e+06 46.8875 38931.8 4628.42 15.5754 0 0 0 0 0 0 0 10
136 14.1698 4.54132e-08 0 0 4.54132e-08 14.8376 4.16219e+09 0 3.26102e+08 1.49349e+06 42.6316 38437.4 4529.55 16.6147 0 0 0 0 0 0 0 10
137 14.8376 1.89374e-08 0 0 1.89374e-08 15.5369 4.31983e+09 0 3.26102e+08 1.57203e+06 38.7519 37942.7 4432.31 17.7206 0 0 0 0 0 0 0 10
138 15.5369 7.60647e-09 0 0 7.60647e-09 16.2691 4.48048e+09 0 3.26102e+08 1.65399e+06 35.2174 37448.8 4336.78 18.8975 0 0 0 0 0 0 0 10
139 16.2691 2.93767e-09 0 0 2.93767e-09 17.0358 4.64407e+09 0 3.26102e+08 1.73948e+06 31.9989 36956.4 4242.95 20.1504 0 0 0 0 0 0 0 10
140 17.0358 1.08887e-09 0 0 1.08887e-09 17.8387 4.81055e+09 0 3.26102e+08 1.82866e+06 29.07 36466.7 4150.9 21.4841 0 0 0 0 0 0 0 10
141 17.8387 3.86597e-10 0 0 3.86597e-10 18.6794 4.97986e+09 0 3.26102e+08 1.92167e+06 26.4058 35980.3 4060.62 22.9045 0 0 0 0 0 0 0 10
142 18.6794 1.3121e-10 0 0 1.3121e-10 19.5598 5.15196e+09 0 3.26102e+08 2.01866e+06 23.9835 35498.4 3972.17 24.4175 0 0 0 0 0 0 0 10
143 19.5598 4.24795e-11 0 0 4.24795e-11 20.4816 5.32676e+09 0 3.26102e+08 2.1198e+06 21.7824 35021.6 3905.42 25.8972 0 0 0 0 0 0 0 10
144 20.4816 1.30896e-11 0 0 1.30896e-11 21.4469 5.50422e+09 0 3.26102e+08 2.22526e+06 19.7829 34550.9 3840.51 27.4609 0 0 0 0 0 0 0 10
145 21.4469 3.82993e-12 0 0 3.82993e-12 22.4576 5.68426e+09 0 3.26102e+08 2.33524e+06 17.9673 34087 3776.69 29.1197 0 0 0 0 0 0 0 10
146 22.4576 1.06148e-12 0 0 1.06148e-12 23.516 5.86684e+09 0 3.26102e+08 2.44993e+06 16.3194 33630.7 3713.96 30.8803 0 0 0 0 0 0 0 10
147 23.516 2.77957e-13 0 0 2.77957e-13 24.6243 6.05187e+09 0 3.26102e+08 2.56954e+06 14.8241 33182.8 3652.34 32.7502 0 0 0 0 0 0 0 10
148 24.6243 6.85839e-14 0 0 6.85839e-14 25.7848 6.23931e+09 0 3.26102e+08 2.69431e+06 13.4678 32744 3591.82 34.7375 0 0 0 0 0 0 0 10
149 25.7848 1.5901e-14 0 0 1.5901e-14 27 6.42908e+09 0 3.26102e+08 2.82449e+06 12.2379 32315 3532.38 36.8515 0 0 0 0 0 0 0 10
150 27 3.45386e-15 0 0 3.45386e-15 28.2725 6.62111e+09 0 3.26102e+08 2.96033e+06 11.1228 31896.5 3474.04 39.1017 0 0 0 0 0 0 0 10
151 28.2725 7.00691e-16 0 0 7.00691e-16 29.6049 6.81536e+09 0 3.26102e+08 3.10212e+06 10.1121 31489.1 3416.3 41.505 0 0 0 0 0 0 0 10
152 29.6049 1.32339e-16 0 0 1.32339e-16 31.0001 7.01175e+09 0 3.26102e+08 3.25018e+06 9.19613 31093.5 3358.68 44.0811 0 0 0 0 0 0 0 10
153 31.0001 2.31909e-17 0 0 2.31909e-17 32.4611 7.21021e+09 0 3.26102e+08 3.40482e+06 8.36616 30710.3 3302.21 46.8313 0 0 0 0 0 0 0 10
154 32.4611 3.75735e-18 0 0 3.75735e-18 33.991 7.4107e+09 0 3.26102e+08 3.56642e+06 7.61419 30340 3246.94 49.7698 0 0 0 0 0 0 0 10
155 33.991 5.60748e-19 0 0 5.60748e-19 35.5929 7.61314e+09 0 3.26102e+08 3.73536e+06 6.93295 29983.2 3192.83 52.9125 0 0 0 0 0 0 0 10
156 35.5929 7.67875e-20 0 0 7.67875e-20 37.2704 7.81747e+09 0 3.26102e+08 3.91207e+06 6.31581 29640.5 3139.87 56.2772 0 0 0 0 0 0 0 10
157 37.2704 9.60912e-21 0 0 9.60912e-21 39.0269 8.02364e+09 0 3.26102e+08 4.09699e+06 5.75674 29312.3 3088.09 59.8828 0 0 0 0 0 0 0 10
158 39.0269 1.0942e-21 0 0 1.0942e-21 40.8662 8.23158e+09 0 3.26102e+08 4.29063e+06 5.25025 28999.2 3037.45 63.7508 0 0 0 0 0 0 0 10
159 40.8662 1.12875e-22 0 0 1.12875e-22 42.7921 8.44123e+09 0 3.26102e+08 4.49353e+06 4.79138 28701.6 2987.97 67.9047 0 0 0 0 0 0 0 10
160 42.7921 1.04991e-23 0 0 1.04991e-23 44.8088 8.65255e+09 0 3.26102e+08 4.70627e+06 4.3756 28420 2939.64 72.37 0 0 0 0 0 0 0 10
