#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
123 7.78689 0.328744 0 0 0.328744 8.15387 4.68881e+09 3.74529e+06 2.67389e+09 2.88746e+06 621.541 98488.5 117615 1.54819 0 0 1.94978e+09 0 0 11.9292 0 6.49092e-07 0 1.97446e-06 0 10.5 51.2836
124 8.15387 0.254386 0 0 0.254386 8.53815 4.9537e+09 3.74529e+06 2.67899e+09 3.07985e+06 571.959 98020.2 116102 1.65706 0 0 1.61776e+09 0 0 9.81028 0 4.86827e-07 0 1.91374e-06 0 10.5 53.7005
125 8.53815 0.195114 0 0 0.195114 8.94054 5.22927e+09 3.74529e+06 2.68327e+09 3.28298e+06 525.968 97509.1 114619 1.77223 0 0 1.33053e+09 0 0 8.01257 0 3.62631e-07 0 1.85856e-06 0 10.5 56.2314
126 8.94054 0.148277 0 0 0.148277 9.36189 5.51566e+09 3.74529e+06 2.68683e+09 3.4973e+06 483.344 96956.4 113164 1.89393 0 0 1.08426e+09 0 0 6.49631 0 2.68139e-07 0 1.80836e-06 0 10.5 58.8815
127 9.36189 0.111602 0 0 0.111602 9.80311 5.81297e+09 3.74529e+06 2.68977e+09 3.72328e+06 443.875 96363.6 111736 2.02247 0 0 8.75086e+08 0 0 5.2256 0 1.96712e-07 0 1.76262e-06 0 10.5 61.6565
128 9.80311 0.083155 0 0 0.083155 10.2651 6.12132e+09 3.74529e+06 2.69218e+09 3.9614e+06 407.36 95732.2 110336 2.15813 0 0 6.9917e+08 0 0 4.1681 0 1.43097e-07 0 1.72085e-06 0 10.5 64.5622
129 10.2651 0.0613096 0 0 0.0613096 10.7489 6.44079e+09 3.74529e+06 2.69412e+09 4.21215e+06 373.607 95064 108962 2.30122 0 0 5.52741e+08 0 0 3.29473 0 1.03161e-07 0 1.68262e-06 0 10.5 67.605
130 10.7489 0.0447079 0 0 0.0447079 11.2555 6.77145e+09 3.74529e+06 2.69567e+09 4.47602e+06 342.434 94360.5 107612 2.45205 0 0 4.32166e+08 0 0 2.57944 0 7.36577e-08 0 1.64753e-06 0 10.5 70.7911
131 11.2555 0.0322283 0 0 0.0322283 11.7859 7.11335e+09 3.74529e+06 2.69689e+09 4.75353e+06 313.668 93623.7 106289 2.61096 0 0 3.33997e+08 0 0 1.99887 0 5.20568e-08 0 1.61525e-06 0 10.5 74.1274
132 11.7859 0.0229541 0 0 0.0229541 12.3414 7.46654e+09 3.74529e+06 2.69785e+09 5.04522e+06 287.146 92855.4 104988 2.77829 0 0 2.55012e+08 0 0 1.53224 0 3.63932e-08 0 1.58548e-06 0 10.5 77.6209
133 12.3414 0.016144 0 0 0.016144 12.923 7.83104e+09 3.74529e+06 2.69858e+09 5.35163e+06 262.712 92057.5 103711 2.9544 0 0 1.92245e+08 0 0 1.16111 0 2.51516e-08 0 1.55795e-06 0 10.5 81.2791
134 12.923 0.0112057 0 0 0.0112057 13.5321 8.20684e+09 3.74529e+06 2.69914e+09 5.67331e+06 240.222 91231.9 102457 3.13969 0 0 1.4301e+08 0 0 0.869233 0 1.71723e-08 0 1.53246e-06 0 10.5 85.1096
135 13.5321 0.00767155 0 0 0.00767155 14.1698 8.59394e+09 3.74529e+06 2.69956e+09 6.01084e+06 219.536 90380.8 101224 3.33454 0 0 1.04912e+08 0 0 0.642427 0 1.15749e-08 0 1.50881e-06 0 10.5 89.1207
136 14.1698 0.00517682 0 0 0.00517682 14.8376 8.99232e+09 3.74529e+06 2.69987e+09 6.36483e+06 200.526 89506.1 100013 3.53938 0 0 7.58475e+07 0 0 0.468418 0 7.69709e-09 0 1.48684e-06 0 10.5 93.3208
137 14.8376 0.00344104 0 0 0.00344104 15.5369 9.40194e+09 3.74529e+06 2.7001e+09 6.73588e+06 183.069 88609.9 98470 3.76814 0 0 5.4003e+07 0 0 0.336708 0 5.04599e-09 0 1.46642e-06 0 10.5 97.7189
138 15.5369 0.00225143 0 0 0.00225143 16.2691 9.82273e+09 3.74529e+06 2.70026e+09 7.12462e+06 167.051 87694.3 96681.6 4.02088 0 0 3.78392e+07 0 0 0.23843 0 3.25878e-09 0 1.44743e-06 0 10.5 102.324
139 16.2691 0.00144894 0 0 0.00144894 17.0358 1.02546e+10 3.74529e+06 2.70038e+09 7.53172e+06 152.364 86761.6 94913.5 4.28914 0 0 2.60726e+07 0 0 0.166197 0 2.07165e-09 0 1.42977e-06 0 10.5 107.147
140 17.0358 0.000916493 0 0 0.000916493 17.8387 1.06975e+10 3.74529e+06 2.70046e+09 7.95785e+06 138.908 85813.7 93165.6 4.5739 0 0 1.76525e+07 0 0 0.113944 0 1.29534e-09 0 1.41337e-06 0 10.5 112.196
141 17.8387 0.000569306 0 0 0.000569306 18.6794 1.11514e+10 3.74529e+06 2.70051e+09 8.40372e+06 126.588 84852.8 91439 4.87613 0 0 1.17339e+07 0 0 0.0767721 0 7.95971e-10 0 1.39814e-06 0 10.5 117.484
142 18.6794 0.000347001 0 0 0.000347001 19.5598 1.16161e+10 3.74529e+06 2.70055e+09 8.87006e+06 115.316 83881.2 89734.4 5.1969 0 0 7.65107e+06 0 0 0.0507905 0 4.80259e-10 0 1.38403e-06 0 10.5 123.021
143 19.5598 0.000207348 0 0 0.000207348 20.4816 1.20914e+10 3.74529e+06 2.70057e+09 9.35764e+06 105.01 82900.8 88052.4 5.53737 0 0 4.88932e+06 0 0 0.0329635 0 2.84267e-10 0 1.37097e-06 0 10.5 128.819
144 20.4816 0.000121352 0 0 0.000121352 21.4469 1.25773e+10 3.74529e+06 2.70058e+09 9.86725e+06 95.5933 81913.9 86393.9 5.89875 0 0 3.05921e+06 0 0 0.0209673 0 1.64906e-10 0 1.35891e-06 0 10.5 134.89
145 21.4469 6.94936e-05 0 0 6.94936e-05 22.4576 1.30737e+10 3.74529e+06 2.70059e+09 1.03997e+07 86.9951 80922.4 84758.9 6.28239 0 0 1.87229e+06 0 0 0.0130581 0 9.36642e-11 0 1.34781e-06 0 10.5 141.247
146 22.4576 3.89003e-05 0 0 3.89003e-05 23.516 1.35803e+10 3.74529e+06 2.7006e+09 1.0956e+07 79.1488 79928.5 83148.3 6.6897 0 0 1.11966e+06 0 0 0.00795414 0 5.20339e-11 0 1.33762e-06 0 10.5 147.904
147 23.516 2.12619e-05 0 0 2.12619e-05 24.6243 1.4097e+10 3.74529e+06 2.7006e+09 1.15369e+07 71.9929 78934.2 80940.3 7.17696 0 0 653549 0 0 0.00473378 0 2.82424e-11 0 1.32831e-06 0 10.5 154.874
148 24.6243 1.13346e-05 0 0 1.13346e-05 25.7848 1.46236e+10 3.74529e+06 2.7006e+09 1.21434e+07 65.4704 77941.6 78178.8 7.75839 0 0 371920 0 0 0.00274934 0 1.49597e-11 0 1.31983e-06 0 10.5 162.173
149 25.7848 5.88637e-06 0 0 5.88637e-06 27 1.516e+10 3.74529e+06 2.70061e+09 1.27766e+07 59.5286 76952.5 75497.1 8.38708 0 0 206103 0 0 0.00155645 0 7.72375e-12 0 1.31214e-06 0 10.5 169.816
150 27 2.97436e-06 0 0 2.97436e-06 28.2725 1.57059e+10 3.74529e+06 2.70061e+09 1.34376e+07 54.1185 75968.9 72896.1 9.06686 0 0 111080 0 0 0.000857792 0 3.88218e-12 0 1.30521e-06 0 10.5 177.819
151 28.2725 1.46043e-06 0 0 1.46043e-06 29.6049 1.62613e+10 3.74529e+06 2.70061e+09 1.41274e+07 49.1949 74992.7 70376.8 9.80181 0 0 58148 0 0 0.000459621 0 1.89711e-12 0 1.29901e-06 0 10.5 186.2
152 29.6049 6.95849e-07 0 0 6.95849e-07 31.0001 1.68258e+10 3.74529e+06 2.70061e+09 1.48473e+07 44.7163 74025.8 67939.4 10.5964 0 0 29524.8 0 0 0.000239105 0 9.00083e-13 0 1.2935e-06 0 10.5 194.975
153 31.0001 3.21279e-07 0 0 3.21279e-07 32.4611 1.73993e+10 3.74529e+06 2.70061e+09 1.55986e+07 40.6443 73069.9 65584.5 11.4555 0 0 14520 0 0 0.000120593 0 4.14016e-13 0 1.28865e-06 0 10.5 204.164
154 32.4611 1.43527e-07 0 0 1.43527e-07 33.991 1.79817e+10 3.74529e+06 2.70061e+09 1.63827e+07 36.9434 72126.8 63311.9 12.3842 0 0 6905.89 0 0 5.8877e-05 0 1.84348e-13 0 1.28442e-06 0 10.5 213.786
155 33.991 6.19423e-08 0 0 6.19423e-08 35.5929 1.85725e+10 3.74529e+06 2.70061e+09 1.7201e+07 33.5811 71198.1 61121.2 13.3881 0 0 3171.49 0 0 2.77823e-05 0 7.93345e-14 0 1.28078e-06 0 10.5 223.861
156 35.5929 2.57832e-08 0 0 2.57832e-08 37.2704 1.91718e+10 3.74529e+06 2.70061e+09 1.80551e+07 30.5275 70285.6 57587.8 14.8312 0 0 1404.04 0 0 1.26494e-05 0 3.2943e-14 0 1.2777e-06 0 10.5 234.411
157 37.2704 1.03332e-08 0 0 1.03332e-08 39.0269 1.97792e+10 3.74529e+06 2.70061e+09 1.89466e+07 27.7552 69390.8 54328.3 16.4109 0 0 598.159 0 0 5.54748e-06 0 1.31762e-14 0 1.27513e-06 0 10.5 245.459
158 39.0269 3.98014e-09 0 0 3.98014e-09 40.8662 2.03946e+10 3.74529e+06 2.70061e+09 1.98775e+07 25.239 68515.2 51273.6 18.1549 0 0 244.788 0 0 2.33913e-06 0 5.06697e-15 0 1.27306e-06 0 10.5 257.027
159 40.8662 1.47067e-09 0 0 1.47067e-09 42.7921 2.10177e+10 3.74529e+06 2.70061e+09 2.08496e+07 22.9558 67660.3 48415 20.0784 0 0 96.0454 0 0 9.46498e-07 0 1.86988e-15 0 1.27145e-06 0 10.5 269.14
160 42.7921 5.20263e-10 0 0 5.20263e-10 44.8088 2.16484e+10 3.74529e+06 2.70061e+09 2.1865e+07 20.8846 66827.7 45742.7 22.1983 0 0 36.059 0 0 3.66795e-07 0 6.60871e-16 0 1.27026e-06 0 10.5 281.824
161 44.8088 1.75844e-10 0 0 1.75844e-10 46.9206 2.22863e+10 3.74529e+06 2.70061e+09 2.2926e+07 19.006 66018.6 43248.5 24.5321 0 0 12.9271 0 0 1.35849e-07 0 2.23229e-16 0 1.26947e-06 0 10.5 295.106
162 46.9206 5.66615e-11 0 0 5.66615e-11 49.1319 2.29314e+10 3.74529e+06 2.70061e+09 2.4035e+07 17.3024 65234.4 40922.9 27.0991 0 0 4.4156 0 0 4.79812e-08 0 7.19058e-17 0 1.26904e-06 0 10.5 309.014
163 49.1319 1.73668e-11 0 0 1.73668e-11 51.4474 2.35834e+10 3.74529e+06 2.70061e+09 2.51946e+07 15.7577 64476.3 38757.7 29.9192 0 0 1.43382 0 0 1.61239e-08 0 2.20376e-17 0 1.26895e-06 0 10.5 323.578
164 51.4474 5.05117e-12 0 0 5.05117e-12 53.8721 2.42421e+10 3.74529e+06 2.70061e+09 2.64076e+07 14.3572 63745.7 36744 33.0139 0 0 0.441545 0 0 5.14295e-09 0 6.41071e-18 0 1.26915e-06 0 10.5 338.827
165 53.8721 1.39067e-12 0 0 1.39067e-12 56.411 2.49072e+10 3.74529e+06 2.70061e+09 2.76772e+07 13.0874 63043.7 35213.7 36.0544 0 0 0.128632 0 0 1.55313e-09 0 1.76564e-18 0 1.26963e-06 0 10.5 354.796
166 56.411 3.61478e-13 0 0 3.61478e-13 59.0696 2.55787e+10 3.74529e+06 2.70061e+09 2.90067e+07 11.9363 62371.5 32761.8 40.5805 0 0 0.0353575 0 0 4.4291e-10 0 4.59207e-19 0 1.27036e-06 0 10.5 371.517
167 59.0696 8.84669e-14 0 0 8.84669e-14 61.8534 2.62562e+10 3.74529e+06 2.70061e+09 3.03997e+07 10.8927 61730.1 30544.4 45.6059 0 0 0.00914491 0 0 1.18943e-10 0 1.12469e-19 0 1.27131e-06 0 10.5 389.026
168 61.8534 2.03273e-14 0 0 2.03273e-14 64.7685 2.69397e+10 3.74529e+06 2.70061e+09 3.18602e+07 9.94657 61120.6 28541.3 51.17 0 0 0.00221921 0 0 2.99934e-11 0 2.58654e-20 0 1.27245e-06 0 10.5 407.36
169 64.7685 4.37195e-15 0 0 4.37195e-15 67.8209 2.76288e+10 3.74529e+06 2.70061e+09 3.33924e+07 9.08864 60544.1 26734.2 57.3122 0 0 0.000503774 0 0 7.08057e-12 0 5.5688e-21 0 1.27376e-06 0 10.5 426.559
170 67.8209 8.77417e-16 0 0 8.77417e-16 71.0172 2.83234e+10 3.74529e+06 2.70061e+09 3.5001e+07 8.31064 60001.5 25106.5 64.0713 0 0 0.000106641 0 0 1.55989e-12 0 1.11889e-21 0 1.27521e-06 0 10.5 446.662
171 71.0172 1.63773e-16 0 0 1.63773e-16 74.3642 2.90234e+10 3.74529e+06 2.70061e+09 3.66911e+07 7.60498 59493.7 23642.6 71.4855 0 0 2.09812e-05 0 0 3.19644e-13 0 2.09103e-22 0 1.27678e-06 0 10.5 467.712
172 74.3642 2.83329e-17 0 0 2.83329e-17 77.8689 2.97285e+10 3.74529e+06 2.70061e+09 3.84682e+07 6.96481 59021.7 22328.8 79.5901 0 0 3.82351e-06 0 0 6.07132e-14 0 3.62223e-23 0 1.27845e-06 0 10.5 489.755
173 77.8689 4.52672e-18 0 0 4.52672e-18 81.5387 3.04386e+10 3.74529e+06 2.70061e+09 4.03385e+07 6.38391 58586.4 21152.7 88.4172 0 0 6.43055e-07 0 0 1.06505e-14 0 5.79513e-24 0 1.2802e-06 0 10.5 512.836
174 81.5387 6.65393e-19 0 0 6.65393e-19 85.3815 3.11534e+10 3.74529e+06 2.70061e+09 4.23085e+07 5.85664 58188.6 0 0 0 0 9.94365e-08 0 0 1.71901e-15 0 8.53043e-25 0 1.28201e-06 0 10.5 537.005
175 85.3815 8.96305e-20 0 0 8.96305e-20 89.4054 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.40811e-08 0 0 2.54262e-16 0 1.15073e-25 0 1.28387e-06 0 10.5 562.314
176 89.4054 1.10183e-20 0 0 1.10183e-20 93.6189 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.81853e-09 0 0 3.43222e-17 0 1.41667e-26 0 1.28574e-06 0 10.5 588.815
177 93.6189 1.23075e-21 0 0 1.23075e-21 98.0311 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.1326e-10 0 0 4.20983e-18 0 1.58474e-27 0 1.28762e-06 0 10.5 616.565
178 98.0311 1.2435e-22 0 0 1.2435e-22 102.651 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.26064e-11 0 0 4.67057e-19 0 1.60348e-28 0 1.28949e-06 0 10.5 645.622
179 102.651 1.13102e-23 0 0 1.13102e-23 107.489 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.15585e-12 0 0 4.66463e-20 0 1.46053e-29 0 1.29134e-06 0 10.5 676.05
180 107.489 9.21454e-25 0 0 9.21454e-25 112.555 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.84037e-13 0 0 4.17285e-21 0 1.19159e-30 0 1.29316e-06 0 10.5 707.911
181 112.555 6.68943e-26 0 0 6.68943e-26 117.859 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.39902e-14 0 0 3.32616e-22 0 8.66237e-32 0 1.29493e-06 0 10.5 741.274
182 117.859 4.30365e-27 0 0 4.30365e-27 123.414 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 9.41897e-16 0 0 2.34945e-23 0 5.58032e-33 0 1.29665e-06 0 10.5 776.209
183 123.414 2.43964e-28 0 0 2.43964e-28 129.23 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 5.58414e-17 0 0 1.4622e-24 0 3.16738e-34 0 1.2983e-06 0 10.5 812.791
184 129.23 1.21128e-29 0 0 1.21128e-29 135.321 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.89788e-18 0 0 7.96995e-26 0 1.57452e-35 0 1.29988e-06 0 10.5 851.096
185 135.321 5.23439e-31 0 0 5.23439e-31 141.698 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.30813e-19 0 0 3.78074e-27 0 6.81193e-37 0 1.30138e-06 0 10.5 891.207
186 141.698 1.9558e-32 0 0 1.9558e-32 148.376 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 5.10283e-21 0 0 1.55063e-28 0 2.54801e-38 0 1.30279e-06 0 10.5 933.208
187 148.376 6.27521e-34 0 0 6.27521e-34 155.369 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.70835e-22 0 0 5.46074e-30 0 8.18361e-40 0 1.30412e-06 0 10.5 977.189
188 155.369 1.71647e-35 0 0 1.71647e-35 162.691 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 4.87322e-24 0 0 1.63934e-31 0 2.24059e-41 0 1.30535e-06 0 10.5 1023.24
189 162.691 3.97253e-37 0 0 3.97253e-37 170.358 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.17558e-25 0 0 4.16366e-33 0 5.19002e-43 0 1.30648e-06 0 10.5 1071.47
190 170.358 7.71754e-39 0 0 7.71754e-39 178.387 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.37934e-27 0 0 8.87626e-35 0 1.00908e-44 0 1.30751e-06 0 10.5 1121.96
191 178.387 1.24817e-40 0 0 1.24817e-40 186.794 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 4.00713e-29 0 0 1.57519e-36 0 1.63315e-46 0 1.30844e-06 0 10.5 1174.84
192 186.794 1.66601e-42 0 0 1.66601e-42 195.598 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 5.56702e-31 0 0 2.30681e-38 0 2.18125e-48 0 1.30926e-06 0 10.5 1230.21
193 195.598 1.81865e-44 0 0 1.81865e-44 204.816 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 6.32243e-33 0 0 2.76263e-40 0 2.3824e-50 0 1.30998e-06 0 10.5 1288.19
194 204.816 1.60826e-46 0 0 1.60826e-46 214.469 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 5.81424e-35 0 0 2.67998e-42 0 2.10778e-52 0 1.3106e-06 0 10.5 1348.9
195 214.469 1.1407e-48 0 0 1.1407e-48 224.576 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 4.28676e-37 0 0 2.08505e-44 0 1.49558e-54 0 1.31111e-06 0 10.5 1412.47
196 224.576 6.42196e-51 0 0 6.42196e-51 235.16 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 2.50767e-39 0 0 1.2875e-46 0 8.42252e-57 0 1.31152e-06 0 10.5 1479.04
197 235.16 2.83862e-53 0 0 2.83862e-53 246.243 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.15128e-41 0 0 6.2415e-49 0 3.72377e-59 0 1.31183e-06 0 10.5 1548.74
198 246.243 9.73929e-56 0 0 9.73929e-56 257.848 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 4.10109e-44 0 0 2.34843e-51 0 1.27782e-61 0 1.31203e-06 0 10.5 1621.73
199 257.848 2.56293e-58 0 0 2.56293e-58 270 3.15886e+10 3.74529e+06 2.70061e+09 4.23085e+07 0 0 0 0 0 0 1.12004e-46 0 0 6.77675e-54 0 3.36291e-64 0 1.31214e-06 0 10.5 1698.16
0 0.027 14.9691 80.8871 0.141015 14.8281 0.0282725 197410 17872.5 3252.38 62.0234 645319 15400 109323 9.2145e-05 4.97036e+11 1.45112e+12 2.49518e+11 0 0 5.83795 36.892 0.0264213 0.166965 0.00176506 0.00206417 10.75 0.0317399
1 0.0282725 14.9688 80.5948 0.140934 14.8279 0.0296049 216409 37398.5 6818.51 70.7647 623387 15831.1 14713.9 9.39998e-05 4.96749e+11 1.45029e+12 2.49385e+11 0 0 6.40115 40.3414 0.0264211 0.166512 0.00176508 0.00206603 10.75 0.0332358
2 0.0296049 14.9685 80.2835 0.140849 14.8277 0.0310001 237234 58725.7 10728.7 80.4591 602155 16273.4 15583.9 0.000103539 4.96449e+11 1.44941e+12 2.49246e+11 0 0 7.01867 44.1079 0.0264209 0.166039 0.0017651 0.00206816 10.75 0.0348021
3 0.0310001 14.9683 79.9581 0.140761 14.8275 0.0324611 260059 82015.7 15016 91.2099 581599 16727.1 16504.2 0.000114417 4.96135e+11 1.44849e+12 2.491e+11 0 0 7.69577 48.2189 0.0264208 0.165543 0.00176512 0.00207037 10.75 0.0364423
4 0.0324611 14.968 79.621 0.140668 14.8273 0.033991 285078 107445 19717 103.131 561701 17192.6 17477.3 0.000126432 4.95806e+11 1.44753e+12 2.48947e+11 0 0 8.43818 52.7066 0.0264206 0.165028 0.00176514 0.00207267 10.75 0.0381598
5 0.033991 14.9677 79.2707 0.140571 14.8271 0.0355929 312500 135205 24871.4 116.349 542439 17670.1 18506.3 0.000139703 4.95462e+11 1.44653e+12 2.48787e+11 0 0 9.25222 57.6041 0.0264204 0.164493 0.00176516 0.00207507 10.75 0.0399582
6 0.0355929 14.9673 78.9068 0.14047 14.8269 0.0372704 342555 165503 30523.1 131.004 523793 18159.9 19594.3 0.000157769 4.95102e+11 1.44548e+12 2.4862e+11 0 0 10.1448 62.9474 0.0264202 0.163935 0.00176519 0.00207757 10.75 0.0418413
7 0.0372704 14.967 78.5294 0.140364 14.8266 0.0390269 375496 198566 36719.9 147.25 505745 18662.1 20744.4 0.000179219 4.94725e+11 1.44438e+12 2.48445e+11 0 0 11.1234 68.7764 0.02642 0.163355 0.00176521 0.00208018 10.75 0.0438133
8 0.0390269 14.9667 78.1377 0.140253 14.8264 0.0408662 411600 234638 43514.6 165.258 488277 19177.1 21960.2 0.000203561 4.94331e+11 1.44323e+12 2.48262e+11 0 0 12.1965 75.1332 0.0264197 0.162752 0.00176524 0.00208288 10.75 0.0458781
9 0.0408662 14.9663 77.7295 0.140136 14.8262 0.0427921 451168 273983 50964.7 185.219 471370 19705.2 23245.1 0.000231183 4.93919e+11 1.44202e+12 2.4807e+11 0 0 13.3731 82.062 0.0264195 0.16212 0.00176527 0.00208569 10.75 0.0480403
10 0.0427921 14.9659 77.3077 0.140015 14.8259 0.0448088 494533 316890 59133.5 207.342 455007 20246.6 24603 0.000258172 4.93487e+11 1.44076e+12 2.47869e+11 0 0 14.6631 89.6167 0.0264193 0.161466 0.0017653 0.00208862 10.75 0.0503044
11 0.0448088 14.9655 76.871 0.139888 14.8256 0.0469206 542058 363671 68090.2 231.858 439171 20801.5 26037.7 0.00029087 4.93036e+11 1.43944e+12 2.4766e+11 0 0 16.0777 97.8501 0.026419 0.160788 0.00176533 0.00209166 10.75 0.0526751
12 0.0469206 14.9651 76.4173 0.139755 14.8253 0.0491319 594140 414663 77911 259.024 423846 21370.3 27553.6 0.000327675 4.92563e+11 1.43806e+12 2.4744e+11 0 0 17.6286 106.818 0.0264187 0.160081 0.00176536 0.00209482 10.75 0.0551576
13 0.0491319 14.9646 75.9467 0.139615 14.825 0.0514474 651215 470230 88679.1 289.123 409017 21953.3 29154.8 0.000369101 4.92069e+11 1.43662e+12 2.47211e+11 0 0 19.3292 116.585 0.0264185 0.159344 0.00176539 0.00209811 10.75 0.0577571
14 0.0514474 14.9642 75.4585 0.13947 14.8247 0.0538721 713761 530766 100486 322.469 394667 22550.7 30846.1 0.0004149 4.91552e+11 1.43511e+12 2.4697e+11 0 0 21.1938 127.217 0.0264182 0.158577 0.00176543 0.00210151 10.75 0.0604791
15 0.0538721 14.9637 74.9528 0.139317 14.8244 0.056411 782299 596698 113432 359.409 380782 23162.7 32632.1 0.000464774 4.91011e+11 1.43353e+12 2.46719e+11 0 0 23.2383 138.789 0.0264179 0.157779 0.00176546 0.00210504 10.75 0.0633294
16 0.056411 14.9632 74.4332 0.139158 14.824 0.0590696 857402 668489 127626 400.325 367347 23789.8 34518.1 0.000520593 4.90445e+11 1.43188e+12 2.46456e+11 0 0 25.48 151.389 0.0264175 0.156959 0.0017655 0.00210873 10.75 0.0663141
17 0.0590696 14.9627 73.8912 0.138991 14.8237 0.0618534 939695 746634 143190 445.64 354350 24432.1 36509.1 0.000583056 4.89854e+11 1.43015e+12 2.46181e+11 0 0 27.9379 165.082 0.0264172 0.156097 0.00176554 0.00211252 10.75 0.0694393
18 0.0618534 14.9621 73.3334 0.138817 14.8233 0.0647685 1.02987e+06 831671 160254 495.823 341775 25089.9 38610.9 0.000652952 4.89235e+11 1.42835e+12 2.45894e+11 0 0 30.6329 179.979 0.0264168 0.155208 0.00176558 0.00211647 10.75 0.0727119
19 0.0647685 14.9615 72.7569 0.138635 14.8229 0.0678209 1.12866e+06 924179 178965 551.39 329610 25763.6 40829.1 0.000718416 4.88587e+11 1.42646e+12 2.45593e+11 0 0 33.5878 196.17 0.0264165 0.154286 0.00176563 0.00212057 10.75 0.0761387
20 0.0678209 14.9609 72.161 0.138444 14.8225 0.0710172 1.23691e+06 1.02478e+06 199481 612.911 317843 26453.3 43169.9 0.000800154 4.8791e+11 1.42448e+12 2.45278e+11 0 0 36.8277 213.762 0.0264161 0.153329 0.00176567 0.00212481 10.75 0.079727
21 0.0710172 14.9603 71.546 0.138245 14.822 0.0743642 1.35551e+06 1.13415e+06 221975 681.018 306460 27159.5 45639.7 0.00089111 4.87202e+11 1.42241e+12 2.44949e+11 0 0 40.3802 232.868 0.0264157 0.152336 0.00176572 0.00212921 10.75 0.0834845
22 0.0743642 14.9596 70.9135 0.138036 14.8216 0.0778689 1.48544e+06 1.25301e+06 246640 756.405 295450 27882.3 48245.1 0.000992308 4.86462e+11 1.42025e+12 2.44606e+11 0 0 44.2753 253.62 0.0264153 0.151314 0.00176577 0.00213378 10.75 0.087419
23 0.0778689 14.9589 70.2585 0.137818 14.8211 0.0815387 1.62778e+06 1.38213e+06 273683 839.842 284801 28622 50993.1 0.00109248 4.85688e+11 1.41799e+12 2.44246e+11 0 0 48.5461 276.128 0.0264148 0.150246 0.00176583 0.00213848 10.75 0.0915389
24 0.0815387 14.9582 69.5862 0.13759 14.8206 0.0853815 1.7837e+06 1.52236e+06 303334 932.176 274503 29379 53891 0.00121773 4.84878e+11 1.41563e+12 2.4387e+11 0 0 53.2288 300.558 0.0264144 0.14915 0.00176588 0.00214338 10.75 0.095853
25 0.0853815 14.9574 68.8941 0.137352 14.8201 0.0894054 1.95451e+06 1.67459e+06 335846 1034.34 264543 30153.5 56946.4 0.0013572 4.84032e+11 1.41316e+12 2.43477e+11 0 0 58.3632 327.049 0.0264139 0.148015 0.00176594 0.00214844 10.75 0.10037
26 0.0894054 14.9566 68.1803 0.137103 14.8195 0.0936189 2.14161e+06 1.83977e+06 371493 1147.38 254913 30945.7 60167.3 0.00151249 4.83147e+11 1.41057e+12 2.43066e+11 0 0 63.9927 355.75 0.0264134 0.146838 0.001766 0.00215368 10.75 0.105101
