0 1.575000 1.056667 0.150833 14.992500 
1 8.341667 0.670000 0.387500 21.759167 
2 2.558333 2.563333 0.274167 25.239167 
3 4.408333 3.210000 0.529167 6.485833 
4 3.125000 3.343333 0.424167 25.577500 
5 5.525000 1.910000 0.349167 9.434167 
6 6.758333 0.650000 0.744167 10.884167 
7 2.075000 3.296667 0.294167 16.442500 
8 2.275000 0.636667 0.099167 13.832500 
9 3.775000 3.030000 0.729167 9.482500 
10 6.658333 1.963333 0.889167 24.755833 
11 1.675000 1.703333 0.420833 5.374167 
12 6.608333 0.963333 0.279167 21.855833 
13 4.575000 2.450000 0.232500 5.229167 
14 2.258333 1.616667 0.234167 23.305833 
15 1.791667 0.583333 0.197500 26.254167 
16 6.458333 3.076667 0.495833 7.017500 
17 8.158333 2.550000 0.789167 17.795833 
18 2.125000 2.623333 0.137500 8.322500 
19 4.675000 1.136667 0.240833 20.550833 
20 3.158333 2.823333 0.160833 12.624167 
21 8.108333 3.376667 0.375833 14.895833 
22 5.558333 2.616667 0.254167 25.915833 
23 2.908333 3.763333 0.125833 11.222500 
24 2.091667 1.650000 0.659167 13.542500 
25 7.708333 0.696667 0.605833 5.132500 
26 1.225000 3.523333 0.872500 18.279167 
27 5.041667 1.043333 0.844167 16.297500 
28 2.675000 0.830000 0.357500 23.885833 
29 7.291667 1.550000 0.392500 11.560833 
30 6.058333 0.530000 0.090833 10.690833 
31 5.208333 2.503333 0.764167 22.870833 
32 8.441667 2.590000 0.674167 26.012500 
33 2.391667 3.143333 0.550833 21.034167 
34 3.141667 1.170000 0.479167 9.385833 
35 0.841667 2.103333 0.577500 11.850833 
36 6.408333 1.363333 0.400833 18.134167 
37 8.541667 1.936667 0.134167 6.437500 
38 3.758333 0.890000 0.594167 25.674167 
39 8.475000 1.843333 0.429167 15.475833 
40 4.908333 1.890000 0.305833 4.649167 
41 6.825000 0.756667 0.284167 3.682500 
42 3.341667 2.323333 0.854167 16.539167 
43 5.658333 0.883333 0.277500 8.080833 
44 8.258333 2.423333 0.380833 20.115833 
45 6.725000 1.130000 0.170833 9.965833 
46 4.391667 0.350000 0.527500 15.669167 
47 2.241667 1.810000 0.655833 19.197500 
48 8.825000 1.516667 0.732500 9.530833 
49 7.875000 1.476667 0.762500 26.640833 
50 6.341667 1.776667 0.410833 23.209167 
51 7.925000 1.563333 0.097500 10.352500 
52 4.125000 0.716667 0.222500 10.014167 
53 7.908333 3.216667 0.617500 26.544167 
54 7.741667 3.790000 0.310833 18.037500 
