#i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR StellarAge MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassStar MassHalo
67 0.689165 0.721645 0.463549 506.021 2492.73 501.376 4.64447 2.34899e+08 5.72504e+09 1.87734e+08 19541.8 12353.4 1.83733e+06 1399.62 1.79255 3.56352e+14 4.36274e+15 3.85864e+14 -1.27949 0 0 836903 2.95534e+06 5.81365 20.5297 0.011489 0.00823584 2.7425e+10 9.98021e+11
68 0.721645 0.755655 0.485395 496.244 2386.36 491.599 4.64496 2.57132e+08 6.10172e+09 2.06738e+08 22419.5 12340.9 1.83609e+06 1606.33 1.79145 3.46917e+14 4.24723e+15 3.75844e+14 -1.34963 0 0 899735 3.11318e+06 5.70018 19.7233 0.0114866 0.00826499 2.7425e+10 9.98021e+11
69 0.755655 0.791268 0.508271 486.208 2280.66 481.562 4.64546 2.81448e+08 6.49643e+09 2.27607e+08 25720 12327.8 1.83479e+06 1843.53 1.79031 3.37305e+14 4.12955e+15 3.65631e+14 -1.42114 0 0 966385 3.27396e+06 5.58373 18.9168 0.0114843 0.00829444 2.7425e+10 9.98021e+11
70 0.791268 0.828559 0.532225 475.914 2175.8 471.268 4.64596 3.08038e+08 6.90933e+09 2.50508e+08 29505.3 12314.1 1.83343e+06 2115.72 1.78912 3.27527e+14 4.00984e+15 3.55233e+14 -1.49402 0 0 1.03696e+06 3.43705e+06 5.46434 18.1117 0.0114818 0.00832416 2.7425e+10 9.98021e+11
71 0.828559 0.867608 0.557308 465.367 2071.97 460.72 4.64647 3.37113e+08 7.34046e+09 2.75624e+08 33846.3 12299.8 1.83201e+06 2428.04 1.78787 3.17592e+14 3.8882e+15 3.44663e+14 -1.56823 0 0 1.11156e+06 3.60172e+06 5.34204 17.3095 0.0114792 0.00835412 2.7425e+10 9.98021e+11
72 0.867608 0.908497 0.583574 454.571 1969.36 449.924 4.64698 3.68899e+08 7.78978e+09 3.03148e+08 38824.4 12284.9 1.83052e+06 2786.4 1.78657 3.07512e+14 3.7648e+15 3.33931e+14 -1.64374 0 0 1.19025e+06 3.76718e+06 5.21691 16.5117 0.0114766 0.00838428 2.7425e+10 9.98021e+11
73 0.908497 0.951313 0.611077 443.532 1868.15 438.885 4.6475 4.03646e+08 8.25713e+09 3.33288e+08 44532.8 12269.2 1.82897e+06 3197.6 1.7852 2.973e+14 3.63978e+15 3.23051e+14 -1.72054 0 0 1.27309e+06 3.93253e+06 5.08902 15.7198 0.0114738 0.00841461 2.7425e+10 9.98021e+11
74 0.951313 0.996147 0.639876 432.259 1768.53 427.611 4.64801 4.41624e+08 8.74223e+09 3.66265e+08 51078.1 12252.9 1.82735e+06 3669.38 1.78378 2.86972e+14 3.51333e+15 3.12039e+14 -1.79858 0 0 1.3601e+06 4.09677e+06 4.95846 14.9354 0.011471 0.00844509 2.7425e+10 9.98021e+11
75 0.996147 1.04309 0.670032 420.76 1670.67 416.111 4.64852 4.83126e+08 9.24471e+09 4.02311e+08 58582.8 12235.9 1.82566e+06 4210.68 1.78229 2.76542e+14 3.38564e+15 3.00909e+14 -1.87782 0 0 1.45128e+06 4.25884e+06 4.82532 14.1601 0.0114681 0.00847567 2.7425e+10 9.98021e+11
76 1.04309 1.09225 0.70161 409.044 1574.76 404.395 4.64903 5.28474e+08 9.76404e+09 4.41675e+08 67186.8 12218.1 1.82389e+06 4831.7 1.78074 2.66027e+14 3.25691e+15 2.89681e+14 -1.95822 0 0 1.54659e+06 4.41755e+06 4.68974 13.3954 0.0114651 0.00850632 2.7425e+10 9.98021e+11
77 1.09225 1.14373 0.734676 397.124 1480.97 392.474 4.64952 5.78016e+08 1.02996e+10 4.84616e+08 77050.5 12199.6 1.82204e+06 5544.16 1.77911 2.55445e+14 3.12736e+15 2.78371e+14 -2.03973 0 0 1.64594e+06 4.57169e+06 4.55186 12.643 0.0114621 0.008537 2.7425e+10 9.98021e+11
78 1.14373 1.19763 0.7693 385.013 1389.47 380.363 4.65 6.32131e+08 1.08505e+10 5.31405e+08 88357.5 12180.2 1.82012e+06 6361.49 1.77742 2.44817e+14 2.99724e+15 2.67002e+14 -2.12229 0 0 1.74921e+06 4.71993e+06 4.41182 11.9045 0.0114589 0.00856765 2.7425e+10 9.98021e+11
79 1.19763 1.25407 0.805556 372.724 1300.42 368.074 4.65047 6.91231e+08 1.14158e+10 5.82326e+08 101318 12160 1.8181e+06 7299.14 1.77564 2.34162e+14 2.8668e+15 2.55595e+14 -2.20587 0 0 1.85623e+06 4.86091e+06 4.26979 11.1813 0.0114556 0.00859823 2.7425e+10 9.98021e+11
80 1.25407 1.31318 0.84352 360.276 1213.97 355.625 4.65092 7.55763e+08 1.19945e+10 6.3767e+08 116173 12138.9 1.816e+06 8374.68 1.7738 2.23503e+14 2.7363e+15 2.44171e+14 -2.29041 0 0 1.96677e+06 4.9932e+06 4.12598 10.475 0.0114523 0.00862869 2.7425e+10 9.98021e+11
81 1.31318 1.37507 0.883274 347.685 1130.27 343.033 4.65134 8.26213e+08 1.25852e+10 6.97739e+08 133198 12116.9 1.8138e+06 9608.45 1.77187 2.12862e+14 2.60602e+15 2.32757e+14 -2.37584 0 0 2.08053e+06 5.11534e+06 3.98059 9.78699 0.0114488 0.00865898 2.7425e+10 9.98021e+11
82 1.37507 1.43987 0.924902 334.971 1049.45 330.319 4.65173 9.0311e+08 1.31867e+10 7.6284e+08 152708 12093.9 1.81151e+06 11023.6 1.76986 2.02263e+14 2.47625e+15 2.21375e+14 -2.46208 0 0 2.19715e+06 5.22586e+06 3.83384 9.11869 0.0114453 0.00868905 2.7425e+10 9.98021e+11
83 1.43987 1.50773 0.968491 322.154 971.617 317.502 4.65208 9.87027e+08 1.37972e+10 8.33282e+08 175065 12070 1.80912e+06 12646.8 1.76775 1.9173e+14 2.34731e+15 2.10054e+14 -2.54907 0 0 2.31622e+06 5.32328e+06 3.68599 8.47138 0.0114417 0.00871884 2.7425e+10 9.98021e+11
84 1.50773 1.57879 1.01413 309.259 896.889 304.607 4.65238 1.07858e+09 1.44152e+10 9.09377e+08 200680 12045 1.80662e+06 14508.4 1.76555 1.81289e+14 2.21948e+15 1.98819e+14 -2.63674 0 0 2.43724e+06 5.40615e+06 3.5373 7.84626 0.011438 0.00874831 2.7425e+10 9.98021e+11
85 1.57879 1.65319 1.06193 296.309 825.354 291.656 4.65263 1.17845e+09 1.50387e+10 9.91431e+08 230027 12018.9 1.80401e+06 16643.5 1.76326 1.70966e+14 2.0931e+15 1.87698e+14 -2.725 0 0 2.55962e+06 5.47307e+06 3.38805 7.24445 0.0114342 0.00877738 2.7425e+10 9.98021e+11
86 1.65319 1.7311 1.11198 283.33 757.087 278.677 4.65281 1.28737e+09 1.56659e+10 1.07974e+09 263645 11991.8 1.8013e+06 19091.9 1.76088 1.60786e+14 1.96847e+15 1.76719e+14 -2.81379 0 0 2.68272e+06 5.5227e+06 3.23854 6.66692 0.0114303 0.00880602 2.7425e+10 9.98021e+11
87 1.7311 1.81269 1.16438 270.349 692.151 265.696 4.65291 1.40612e+09 1.62945e+10 1.17461e+09 302153 11963.5 1.79846e+06 21899.8 1.75837 1.50777e+14 1.84593e+15 1.6591e+14 -2.90298 0 0 2.8058e+06 5.55381e+06 3.08909 6.11456 0.0114263 0.00883414 2.7425e+10 9.98021e+11
88 1.81269 1.89812 1.21926 257.394 630.589 252.742 4.65293 1.53556e+09 1.69226e+10 1.27628e+09 346258 11934 1.7955e+06 25119.5 1.75578 1.40964e+14 1.72578e+15 1.553e+14 -2.99248 0 0 2.92804e+06 5.5653e+06 2.94003 5.58809 0.0114223 0.00886169 2.7425e+10 9.98021e+11
89 1.89812 1.98757 1.27672 244.497 572.429 239.844 4.65283 1.67661e+09 1.75477e+10 1.38503e+09 396766 11903.3 1.79242e+06 28811.3 1.75306 1.31372e+14 1.60836e+15 1.44916e+14 -3.08223 0 0 3.04855e+06 5.55625e+06 2.79169 5.0881 0.0114181 0.00888861 2.7425e+10 9.98021e+11
90 1.98757 2.08125 1.33689 231.686 517.682 227.034 4.65262 1.83028e+09 1.81675e+10 1.50105e+09 454601 11871.3 1.78921e+06 33044.2 1.75023 1.22028e+14 1.49397e+15 1.34786e+14 -3.17212 0 0 3.16635e+06 5.52589e+06 2.64444 4.61505 0.0114139 0.00891483 2.7425e+10 9.98021e+11
91 2.08125 2.17933 1.3999 218.995 466.34 214.343 4.65226 1.99766e+09 1.87798e+10 1.62454e+09 520818 11837.9 1.78586e+06 37897.3 1.74728 1.12956e+14 1.3829e+15 1.24937e+14 -3.26199 0 0 3.28041e+06 5.47369e+06 2.49863 4.16922 0.0114095 0.00894029 2.7425e+10 9.98021e+11
92 2.17933 2.28204 1.46587 206.455 418.381 201.803 4.65173 2.17989e+09 1.9382e+10 1.75563e+09 596623 11803.2 1.78236e+06 43460.9 1.7442 1.04179e+14 1.27544e+15 1.15394e+14 -3.35175 0 0 3.38961e+06 5.39937e+06 2.35464 3.75074 0.0114051 0.00896491 2.7425e+10 9.98021e+11
93 2.28204 2.38959 1.53495 194.098 373.762 189.447 4.65101 2.37826e+09 1.9972e+10 1.8944e+09 683392 11767.1 1.77873e+06 49838.6 1.741 9.57189e+13 1.17186e+15 1.06182e+14 -3.44123 0 0 3.49281e+06 5.3029e+06 2.21284 3.3596 0.0114006 0.00898862 2.7425e+10 9.98021e+11
94 2.38959 2.50221 1.6073 181.959 332.426 177.309 4.65006 2.59411e+09 2.05473e+10 2.04088e+09 782698 11729.6 1.77494e+06 59518.2 1.6685 8.75958e+13 1.07242e+15 9.73223e+13 -3.53008 0 0 3.58882e+06 5.18455e+06 2.0736 2.99561 0.011396 0.00901136 2.7425e+10 9.98021e+11
95 2.50221 2.62013 1.68304 170.068 294.3 165.42 4.64886 2.8289e+09 2.11058e+10 2.19503e+09 896336 11690.5 1.77099e+06 68214.4 1.6659 7.98281e+13 9.77318e+14 8.88368e+13 -3.618 0 0 3.6764e+06 5.04488e+06 1.9373 2.65843 0.0113913 0.00903306 2.7425e+10 9.98021e+11
96 2.62013 2.74362 1.76236 158.46 259.296 153.812 4.64735 3.08423e+09 2.16454e+10 2.35674e+09 1.02636e+06 11649.8 1.76688e+06 78175 1.6632 7.24319e+13 8.86767e+14 8.07432e+13 -3.70598 0 0 3.75435e+06 4.88479e+06 1.8043 2.34758 0.0113865 0.00905365 2.7425e+10 9.98021e+11
97 2.74362 2.87292 1.84542 147.164 227.312 142.518 4.6455 3.36177e+09 2.2164e+10 2.52582e+09 1.1751e+06 11607.5 1.76261e+06 89583.4 1.66038 6.54207e+13 8.00931e+14 7.30573e+13 -3.79279 0 0 3.82147e+06 4.70545e+06 1.67496 2.06241 0.0113816 0.00907306 2.7425e+10 9.98021e+11
98 2.87292 3.00832 1.93239 136.211 198.231 131.568 4.64324 3.66336e+09 2.26599e+10 2.70198e+09 1.34523e+06 11563.6 1.75816e+06 102647 1.65745 5.88056e+13 7.19944e+14 6.57921e+13 -3.87802 0 0 3.87659e+06 4.50839e+06 1.54961 1.80217 0.0113766 0.00909126 2.7425e+10 9.98021e+11
99 3.00832 3.15009 2.02346 125.63 171.928 120.989 4.64052 3.99096e+09 2.31315e+10 2.88486e+09 1.5398e+06 11517.9 1.75353e+06 117607 1.65439 5.25946e+13 6.43904e+14 5.89577e+13 -3.96178 0 0 3.91862e+06 4.29542e+06 1.42859 1.56596 0.0113714 0.00910821 2.7425e+10 9.98021e+11
100 3.15009 3.29855 2.11883 115.447 148.266 110.81 4.63724 4.34666e+09 2.35774e+10 3.074e+09 1.76227e+06 11470.5 1.74871e+06 134734 1.6512 4.67928e+13 5.72874e+14 5.25608e+13 -4.04304 0 0 3.94657e+06 4.06863e+06 1.31218 1.35277 0.0113661 0.00912393 2.7425e+10 9.98021e+11
101 3.29855 3.45401 2.21868 105.687 127.098 101.054 4.63334 4.73271e+09 2.39966e+10 3.26884e+09 2.01661e+06 11421.3 1.7437e+06 154341 1.64789 4.14023e+13 5.06879e+14 4.66051e+13 -4.1218 0 0 3.95959e+06 3.83038e+06 1.20067 1.16149 0.0113606 0.00913852 2.7425e+10 9.98021e+11
102 3.45401 3.61679 2.32325 96.3727 108.273 91.744 4.62869 5.15154e+09 2.43881e+10 3.46874e+09 2.30732e+06 11370.2 1.7385e+06 176783 1.64445 3.6422e+13 4.45907e+14 4.10906e+13 -4.19573 0 0 3.95697e+06 3.58328e+06 1.0943 0.990958 0.0113549 0.00915244 2.7425e+10 9.98021e+11
103 3.61679 3.78724 2.43274 87.2707 91.6525 82.6459 4.62475 5.60571e+09 2.47514e+10 3.67196e+09 2.63954e+06 11317.1 1.73309e+06 202470 1.64086 3.15565e+13 3.86339e+14 3.60143e+13 -4.26252 0 0 3.925e+06 3.33083e+06 0.989951 0.840091 0.0113435 0.00916605 2.7425e+10 9.98021e+11
104 3.78724 3.96573 2.54739 72.6412 77.3284 68.0312 4.61001 6.098e+09 2.50876e+10 3.85139e+09 3.01913e+06 11262.1 1.72747e+06 231862 1.63714 2.72295e+13 3.33364e+14 3.13695e+13 -4.3401 0 0 3.58065e+06 3.08953e+06 0.823636 0.710667 0.0113384 0.00919024 2.7425e+10 9.98021e+11
105 3.96573 4.15263 2.66745 59.8611 64.7987 55.2721 4.589 6.63134e+09 2.53965e+10 4.00733e+09 3.45275e+06 11205.1 1.72163e+06 265494 1.63326 2.35569e+13 2.88402e+14 2.71465e+13 -4.41934 0 0 3.23561e+06 2.84616e+06 0.678782 0.597082 0.0113393 0.00921441 2.7425e+10 9.98021e+11
106 4.15263 4.34834 2.79316 49.1161 53.9151 44.553 4.56312 7.20887e+09 2.56783e+10 4.14209e+09 3.94799e+06 11146 1.71557e+06 303969 1.62924 2.0248e+13 2.47892e+14 2.33325e+13 -4.49585 0 0 2.91125e+06 2.60246e+06 0.556997 0.497919 0.0113404 0.00923523 2.7425e+10 9.98021e+11
107 4.34834 4.55327 2.9248 40.1611 44.5199 35.6297 4.53135 7.83395e+09 2.59334e+10 4.25814e+09 4.51348e+06 11084.8 1.70928e+06 347981 1.62505 1.72863e+13 2.11632e+14 1.99118e+13 -4.57244 0 0 2.61047e+06 2.36103e+06 0.455504 0.411979 0.0113419 0.00925383 2.7425e+10 9.98021e+11
108 4.55327 4.76786 3.06264 32.7629 36.4695 28.2703 4.49261 8.51014e+09 2.61626e+10 4.35803e+09 5.15903e+06 11021.4 1.70276e+06 398314 1.62071 1.46535e+13 1.79399e+14 1.68661e+13 -4.64893 0 0 2.33543e+06 2.12438e+06 0.371656 0.338071 0.0113438 0.00926995 2.7425e+10 9.98021e+11
109 4.76786 4.99256 3.20698 26.7029 29.6251 22.257 4.44583 9.24121e+09 2.63667e+10 4.44435e+09 5.89581e+06 10955.8 1.69599e+06 455872 1.6162 1.23296e+13 1.50948e+14 1.41749e+13 -4.72443 0 0 2.08749e+06 1.8949e+06 0.302969 0.275018 0.0113459 0.00928327 2.7425e+10 9.98021e+11
110 4.99256 5.22785 3.35812 21.7794 23.8535 17.3893 4.39009 1.00312e+10 2.65469e+10 4.51962e+09 6.73651e+06 10887.9 1.68898e+06 521679 1.61152 1.02933e+13 1.26019e+14 1.1816e+13 -4.79783 0 0 1.86722e+06 1.67476e+06 0.247155 0.22168 0.0113481 0.0092934 2.7425e+10 9.98021e+11
111 5.22785 5.47423 3.51638 17.8094 19.028 13.4847 4.32476 1.08843e+10 2.67046e+10 4.58626e+09 7.69553e+06 10817.7 1.68172e+06 596904 1.60666 8.52264e+12 1.04341e+14 9.76543e+12 -4.87511 0 0 1.67445e+06 1.46587e+06 0.202137 0.176957 0.01135 0.00929985 2.7425e+10 9.98021e+11
112 5.47423 5.73223 3.6821 14.6301 15.0297 10.3804 4.24968 1.18051e+10 2.68411e+10 4.64649e+09 8.78925e+06 10745.2 1.67419e+06 682884 1.60162 6.99503e+12 8.56386e+13 7.99858e+12 -4.95272 0 0 1.50839e+06 1.26985e+06 0.166069 0.139806 0.0113512 0.00930199 2.7425e+10 9.98021e+11
113 5.73223 6.00238 3.85563 12.099 11.7479 7.93366 4.16534 1.27983e+10 2.69581e+10 4.70235e+09 1.00363e+07 10670.2 1.6664e+06 781133 1.59641 5.68809e+12 6.96381e+13 6.49007e+12 -5.03172 0 0 1.36777e+06 1.08798e+06 0.137337 0.109243 0.0113511 0.00929896 2.7425e+10 9.98021e+11
114 6.00238 6.28526 4.03734 10.0941 9.08069 6.02112 4.073 1.38689e+10 2.70572e+10 4.75564e+09 1.14576e+07 10592.9 1.65833e+06 893389 1.59099 4.57988e+12 5.60705e+13 5.21444e+12 -5.11064 0 0 1.25101e+06 921176 0.11456 0.0843561 0.0113492 0.00928962 2.7425e+10 9.98021e+11
115 6.28526 6.58148 4.22762 8.51276 6.93535 4.53806 3.97471 1.50223e+10 2.71403e+10 4.80792e+09 1.30773e+07 10513.1 1.64999e+06 1.02162e+06 1.58538 3.64917e+12 4.46759e+13 4.14656e+12 -5.19147 0 0 1.15639e+06 769989 0.0965783 0.0643071 0.0113451 0.00927236 2.7425e+10 9.98021e+11
116 6.58148 6.89165 4.42686 7.27004 5.22839 3.39683 3.87321 1.6264e+10 2.72089e+10 4.86054e+09 1.49223e+07 10430.7 1.64137e+06 1.16807e+06 1.57958 2.87562e+12 3.52055e+13 3.26195e+12 -5.27969 0 0 1.08224e+06 634591 0.082432 0.0483357 0.0113386 0.00924486 2.7425e+10 9.98021e+11
117 6.89165 7.21645 4.63549 6.29694 3.88555 2.52514 3.77179 1.75998e+10 2.72649e+10 4.91466e+09 1.70235e+07 10345.9 1.63245e+06 1.33529e+06 1.57358 2.2399e+12 2.74226e+13 2.5372e+12 -5.36995 0 0 1.02697e+06 514805 0.0713399 0.0357616 0.0113293 0.00920373 2.7425e+10 9.98021e+11
118 7.21645 7.55655 4.85395 5.53813 2.84162 1.86414 3.67398 1.90359e+10 2.73097e+10 4.97129e+09 1.94156e+07 10258.5 1.62325e+06 1.5262e+06 1.56735 1.72378e+12 2.11039e+13 1.95025e+12 -5.45941 0 0 989254 410131 0.0626732 0.0259834 0.0113167 0.00914387 2.7425e+10 9.98021e+11
119 7.55655 7.91268 5.08271 4.94981 2.04004 1.36649 3.58333 2.05786e+10 2.7345e+10 5.03134e+09 2.2138e+07 10168.5 1.61374e+06 1.74409e+06 1.56093 1.31016e+12 1.604e+13 1.48061e+12 -5.55449 0 0 967983 319789 0.0559297 0.0184773 0.0112993 0.00905729 2.7425e+10 9.98021e+11
120 7.91268 8.28559 5.32225 4.49787 1.43244 0.994572 3.5033 2.22347e+10 2.73722e+10 5.09564e+09 2.52353e+07 10076 1.60394e+06 1.99275e+06 1.55428 9.83285e+11 1.20381e+13 1.10956e+12 -5.69785 0 0 962301 242775 0.050709 0.0127932 0.011274 0.00893101 2.7425e+10 9.98021e+11
121 8.28559 8.67608 5.57308 4.15782 0.97784 0.719252 3.43856 2.40111e+10 2.73925e+10 5.16508e+09 2.87579e+07 9980.82 1.59382e+06 2.27643e+06 1.54741 7.29196e+11 8.92739e+12 8.20273e+11 -5.79066 0 0 971520 177910 0.0466902 0.00855015 0.0112295 0.00874391 2.7425e+10 9.98021e+11
122 8.67608 9.08497 5.83574 3.92159 0.641589 0.519373 3.40222 2.59151e+10 2.74072e+10 5.24092e+09 3.27627e+07 9883.06 1.5834e+06 2.65184e+06 1.51021 5.36786e+11 6.57175e+12 5.97836e+11 -5.87368 0 0 994768 123898 0.043601 0.0054305 0.0111182 0.00846414 2.7425e+10 9.98021e+11
123 9.08497 9.51313 6.11077 3.80952 0.393778 0.380203 3.42932 2.79543e+10 2.7417e+10 5.32548e+09 3.73142e+07 9782.69 1.57266e+06 3.01175e+06 1.51124 3.97341e+11 4.86455e+12 4.29271e+11 -5.95753 0 0 1.02996e+06 79387.3 0.0411715 0.0031734 0.0108075 0.00805887 2.7425e+10 9.98021e+11
124 9.51313 9.96147 6.39876 3.86034 0.208723 0.288274 3.57206 3.01364e+10 2.74228e+10 5.42304e+09 4.2485e+07 9679.71 1.5616e+06 3.41913e+06 1.51231 3.00801e+11 3.68264e+12 3.0346e+11 -5.81122 0 0 1.07337e+06 43022.9 0.0391314 0.00156846 0.0101368 0.00751455 2.7425e+10 9.98021e+11
125 9.96147 10.4309 6.70032 4.0834 0.0655441 0.227239 3.85616 3.24696e+10 2.74247e+10 5.53951e+09 4.83571e+07 9574.14 1.55023e+06 3.88004e+06 1.51341 2.32508e+11 2.84655e+12 2.11043e+11 -4.29176 0 0 1.12203e+06 13504 0.037306 0.000448989 0.00913603 0.00685019 2.7425e+10 9.98021e+11
126 10.4309 10.9225 7.0161 3.50102 0.00958158 0 3.50102 3.49621e+10 2.7425e+10 5.65021e+09 5.5023e+07 9465.98 1.53853e+06 4.40122e+06 1.51456 0 0 1.44281e+11 13.8654 0 0 988941 0 0.0299878 0 0.00856546 0 2.7425e+10 9.98021e+11
127 10.9225 11.4373 7.34676 2.26137 0 0 2.26137 3.76225e+10 2.7425e+10 5.72847e+09 6.2587e+07 9355.25 1.52651e+06 4.99027e+06 1.51574 0 0 9.68863e+10 nan 0 0 702604 0 0.0194305 0 0.00859239 0 2.7425e+10 9.98021e+11
128 11.4373 11.9763 7.693 1.43327 0 0 1.43327 4.04597e+10 2.7425e+10 5.78277e+09 7.11664e+07 9241.99 1.51416e+06 5.65562e+06 1.51698 0 0 6.38506e+10 nan 0 0 489765 0 0.0123527 0 0.00861855 0 2.7425e+10 9.98021e+11
129 11.9763 12.5407 8.05556 0.890603 0 0 0.890603 4.34826e+10 2.7425e+10 5.81969e+09 8.08936e+07 9126.23 1.50149e+06 6.40681e+06 1.51825 0 0 4.12604e+10 nan 0 0 334674 0 0.00769833 0 0.00864395 0 2.7425e+10 9.98021e+11
130 12.5407 13.1318 8.4352 0.542051 0 0 0.542051 4.67005e+10 2.7425e+10 5.84429e+09 9.19171e+07 9008 1.4885e+06 7.25438e+06 1.51958 0 0 2.61194e+10 nan 0 0 223983 0 0.00469883 0 0.0086686 0 2.7425e+10 9.98021e+11
131 13.1318 13.7507 8.83274 0.322834 0 0 0.322834 5.01227e+10 2.7425e+10 5.86032e+09 1.04404e+08 8887.35 1.47518e+06 8.21021e+06 1.52094 0 0 1.61822e+10 nan 0 0 146673 0 0.00280624 0 0.00869252 0 2.7425e+10 9.98021e+11
132 13.7507 14.3987 9.24902 0.187958 0 0 0.187958 5.37587e+10 2.7425e+10 5.87053e+09 1.18543e+08 8764.34 1.46153e+06 9.28746e+06 1.52236 0 0 9.80188e+09 nan 0 0 93883.6 0 0.00163819 0 0.00871572 0 2.7425e+10 9.98021e+11
133 14.3987 15.0773 9.68491 0.106863 0 0 0.106863 5.76183e+10 2.7425e+10 5.87688e+09 1.34545e+08 8639.03 1.44757e+06 1.05009e+07 1.52381 0 0 5.79858e+09 nan 0 0 58678 0 0.000933791 0 0.0087382 0 2.7425e+10 9.98021e+11
134 15.0773 15.7879 10.1413 0.0592651 0 0 0.0592651 6.17111e+10 2.7425e+10 5.88073e+09 1.52646e+08 8511.48 1.43328e+06 1.18669e+07 1.52533 0 0 3.34648e+09 nan 0 0 35770.8 0 0.000519162 0 0.00876 0 2.7425e+10 9.98021e+11
135 15.7879 16.5319 10.6193 0.0320236 0 0 0.0320236 6.6047e+10 2.7425e+10 5.88301e+09 1.73111e+08 8381.77 1.41868e+06 1.34036e+07 1.52689 0 0 1.88194e+09 nan 0 0 21244.5 0 0.000281203 0 0.00878111 0 2.7425e+10 9.98021e+11
136 16.5319 17.311 11.1198 0.016839 0 0 0.016839 7.06359e+10 2.7425e+10 5.88432e+09 1.9624e+08 8249.97 1.40377e+06 1.47876e+07 1.56405 0 0 1.03001e+09 nan 0 0 12277.2 0 0.000148209 0 0.00880156 0 2.7425e+10 9.98021e+11
137 17.311 18.1269 11.6438 0.00860561 0 0 0.00860561 7.54875e+10 2.7425e+10 5.88505e+09 2.22364e+08 8116.19 1.38856e+06 1.66123e+07 1.57259 0 0 5.47946e+08 nan 0 0 6895.14 0 7.59132e-05 0 0.00882135 0 2.7425e+10 9.98021e+11
138 18.1269 18.9812 12.1926 0.00426865 0 0 0.00426865 8.06118e+10 2.7425e+10 5.88544e+09 2.51858e+08 7980.51 1.37304e+06 1.86495e+07 1.58145 0 0 2.82955e+08 nan 0 0 3758.32 0 3.77371e-05 0 0.00884052 0 2.7425e+10 9.98021e+11
139 18.9812 19.8757 12.7672 0.00205228 0 0 0.00205228 8.60185e+10 2.7425e+10 5.88565e+09 2.85137e+08 7843.03 1.35722e+06 2.09221e+07 1.59064 0 0 1.41635e+08 nan 0 0 1985.4 0 1.81812e-05 0 0.00885906 0 2.7425e+10 9.98021e+11
140 19.8757 20.8125 13.3689 0.000954955 0 0 0.000954955 9.17172e+10 2.7425e+10 5.88576e+09 3.22669e+08 7703.86 1.34112e+06 2.34552e+07 1.60016 0 0 6.86215e+07 nan 0 0 1015.02 0 8.47713e-06 0 0.008877 0 2.7425e+10 9.98021e+11
141 20.8125 21.7933 13.999 0.000429405 0 0 0.000429405 9.77174e+10 2.7425e+10 5.88581e+09 3.64975e+08 7563.11 1.32474e+06 2.62761e+07 1.61003 0 0 3.21305e+07 nan 0 0 501.426 0 3.81928e-06 0 0.00889435 0 2.7425e+10 9.98021e+11
142 21.7933 22.8204 14.6587 0.000186291 0 0 0.000186291 1.04029e+11 2.7425e+10 5.88584e+09 4.12634e+08 7420.91 1.30808e+06 2.94151e+07 1.62025 0 0 1.45159e+07 nan 0 0 238.974 0 1.66007e-06 0 0.00891113 0 2.7425e+10 9.98021e+11
143 22.8204 23.8959 15.3495 7.7845e-05 0 0 7.7845e-05 1.1066e+11 2.7425e+10 5.88585e+09 4.66297e+08 7277.38 1.29116e+06 3.29049e+07 1.63083 0 0 6.31694e+06 nan 0 0 109.693 0 6.9495e-07 0 0.00892736 0 2.7425e+10 9.98021e+11
144 23.8959 25.0221 16.073 3.12764e-05 0 0 3.12764e-05 1.1762e+11 2.7425e+10 5.88585e+09 5.26684e+08 7132.65 1.27398e+06 3.67814e+07 1.64179 0 0 2.64326e+06 nan 0 0 48.4093 0 2.79707e-07 0 0.00894304 0 2.7425e+10 9.98021e+11
145 25.0221 26.2013 16.8304 1.20602e-05 0 0 1.20602e-05 1.24918e+11 2.7425e+10 5.88585e+09 5.946e+08 6986.85 1.25656e+06 4.19186e+07 1.6202 0 0 1.06156e+06 nan 0 0 20.5022 0 1.08037e-07 0 0.0089582 0 2.7425e+10 9.98021e+11
146 26.2013 27.4362 17.6236 4.45453e-06 0 0 4.45453e-06 1.32561e+11 2.7425e+10 5.88586e+09 6.70941e+08 6840.12 1.23891e+06 4.66539e+07 1.63633 0 0 408388 nan 0 0 8.31683 0 3.99698e-08 0 0.00897285 0 2.7425e+10 9.98021e+11
147 27.4362 28.7292 18.4542 1.57284e-06 0 0 1.57284e-06 1.40558e+11 2.7425e+10 5.88586e+09 7.56702e+08 6692.61 1.22103e+06 5.18801e+07 1.65306 0 0 150193 nan 0 0 3.22497 0 1.41351e-08 0 0.008987 0 2.7425e+10 9.98021e+11
148 28.7292 30.0832 19.3239 5.29769e-07 0 0 5.29769e-07 1.48916e+11 2.7425e+10 5.88586e+09 8.52989e+08 6544.45 1.20294e+06 5.76422e+07 1.67042 0 0 52693.2 nan 0 0 1.19285 0 4.76828e-09 0 0.00900067 0 2.7425e+10 9.98021e+11
